macros,positive frequency,length
('mend_fuse_f10'  'mend_fuse_f10'  'light_match_m10'  'light_match_m8'  'mend_fuse_f8'),3,5
('mend_fuse_f10'  'light_match_m10'  'light_match_m8'  'mend_fuse_f8'  'mend_fuse_f8'),3,5
('light_match_m10'  'light_match_m8'  'mend_fuse_f8'  'mend_fuse_f8'  'light_match_m8'),4,5
('light_match_m9'  'mend_fuse_f7'),1,2
('mend_fuse_f7'  'light_match_m9'),1,2
('light_match_m10'  'light_match_m7'),8,2
('light_match_m7'  'mend_fuse_f9'),1,2
('mend_fuse_f9'  'light_match_m7'),1,2
('light_match_m9'  'mend_fuse_f7'  'mend_fuse_f7'),1,3
('mend_fuse_f7'  'mend_fuse_f7'  'light_match_m9'),1,3
('mend_fuse_f7'  'light_match_m9'  'light_match_m8'),1,3
('mend_fuse_f10'  'light_match_m10'  'light_match_m7'),5,3
('light_match_m10'  'light_match_m7'  'mend_fuse_f9'),1,3
('light_match_m7'  'mend_fuse_f9'  'mend_fuse_f9'),1,3
('mend_fuse_f9'  'mend_fuse_f9'  'light_match_m7'),1,3
('light_match_m9'  'mend_fuse_f7'  'mend_fuse_f7'  'light_match_m9'),1,4
('mend_fuse_f7'  'mend_fuse_f7'  'light_match_m9'  'light_match_m8'),1,4
('mend_fuse_f7'  'light_match_m9'  'light_match_m8'  'mend_fuse_f8'),1,4
('mend_fuse_f10'  'mend_fuse_f10'  'light_match_m10'  'light_match_m7'),5,4
('mend_fuse_f10'  'light_match_m10'  'light_match_m7'  'mend_fuse_f9'),1,4
('light_match_m10'  'light_match_m7'  'mend_fuse_f9'  'mend_fuse_f9'),1,4
('light_match_m7'  'mend_fuse_f9'  'mend_fuse_f9'  'light_match_m7'),1,4
('light_match_m9'  'mend_fuse_f7'  'mend_fuse_f7'  'light_match_m9'  'light_match_m8'),1,5
('mend_fuse_f7'  'mend_fuse_f7'  'light_match_m9'  'light_match_m8'  'mend_fuse_f8'),1,5
('mend_fuse_f7'  'light_match_m9'  'light_match_m8'  'mend_fuse_f8'  'mend_fuse_f8'),1,5
('light_match_m10'  'mend_fuse_f10'  'mend_fuse_f10'  'light_match_m10'  'light_match_m7'),5,5
('mend_fuse_f10'  'mend_fuse_f10'  'light_match_m10'  'light_match_m7'  'mend_fuse_f9'),1,5
('mend_fuse_f10'  'light_match_m10'  'light_match_m7'  'mend_fuse_f9'  'mend_fuse_f9'),1,5
('light_match_m10'  'light_match_m7'  'mend_fuse_f9'  'mend_fuse_f9'  'light_match_m7'),1,5
('light_match_m9'  'light_match_m11'),19,2
('light_match_m11'  'light_match_m8'),14,2
('mend_fuse_f11'  'light_match_m9'  'light_match_m11'),18,3
('light_match_m9'  'light_match_m11'  'mend_fuse_f9'),5,3
('mend_fuse_f9'  'light_match_m11'  'light_match_m8'),4,3
('light_match_m11'  'light_match_m8'  'mend_fuse_f8'),14,3
('mend_fuse_f11'  'mend_fuse_f11'  'light_match_m9'  'light_match_m11'),18,4
('mend_fuse_f11'  'light_match_m9'  'light_match_m11'  'mend_fuse_f9'),5,4
('light_match_m9'  'light_match_m11'  'mend_fuse_f9'  'mend_fuse_f9'),5,4
('mend_fuse_f9'  'mend_fuse_f9'  'light_match_m11'  'light_match_m8'),4,4
('mend_fuse_f9'  'light_match_m11'  'light_match_m8'  'mend_fuse_f8'),4,4
('light_match_m11'  'light_match_m8'  'mend_fuse_f8'  'mend_fuse_f8'),14,4
('light_match_m9'  'mend_fuse_f11'  'mend_fuse_f11'  'light_match_m9'  'light_match_m11'),18,5
('mend_fuse_f11'  'mend_fuse_f11'  'light_match_m9'  'light_match_m11'  'mend_fuse_f9'),5,5
('mend_fuse_f11'  'light_match_m9'  'light_match_m11'  'mend_fuse_f9'  'mend_fuse_f9'),5,5
('light_match_m9'  'light_match_m11'  'mend_fuse_f9'  'mend_fuse_f9'  'light_match_m11'),5,5
('light_match_m11'  'mend_fuse_f9'  'mend_fuse_f9'  'light_match_m11'  'light_match_m8'),4,5
('mend_fuse_f9'  'mend_fuse_f9'  'light_match_m11'  'light_match_m8'  'mend_fuse_f8'),4,5
('mend_fuse_f9'  'light_match_m11'  'light_match_m8'  'mend_fuse_f8'  'mend_fuse_f8'),4,5
('light_match_m11'  'light_match_m8'  'mend_fuse_f8'  'mend_fuse_f8'  'light_match_m8'),14,5
('light_match_m8'  'light_match_m11'),4,2
('light_match_m11'  'light_match_m9'),3,2
('mend_fuse_f8'  'light_match_m8'  'light_match_m11'),4,3
('light_match_m8'  'light_match_m11'  'mend_fuse_f9'),3,3
('mend_fuse_f9'  'light_match_m11'  'light_match_m9'),2,3
('light_match_m11'  'light_match_m9'  'mend_fuse_f11'),3,3
('mend_fuse_f11'  'light_match_m9'  'light_match_m10'),2,3
('mend_fuse_f8'  'mend_fuse_f8'  'light_match_m8'  'light_match_m11'),4,4
('mend_fuse_f8'  'light_match_m8'  'light_match_m11'  'mend_fuse_f9'),3,4
('light_match_m8'  'light_match_m11'  'mend_fuse_f9'  'mend_fuse_f9'),3,4
('mend_fuse_f9'  'mend_fuse_f9'  'light_match_m11'  'light_match_m9'),2,4
('mend_fuse_f9'  'light_match_m11'  'light_match_m9'  'mend_fuse_f11'),2,4
('light_match_m11'  'light_match_m9'  'mend_fuse_f11'  'mend_fuse_f11'),3,4
('mend_fuse_f11'  'mend_fuse_f11'  'light_match_m9'  'light_match_m10'),2,4
('mend_fuse_f11'  'light_match_m9'  'light_match_m10'  'mend_fuse_f10'),2,4
('light_match_m8'  'mend_fuse_f8'  'mend_fuse_f8'  'light_match_m8'  'light_match_m11'),4,5
('mend_fuse_f8'  'mend_fuse_f8'  'light_match_m8'  'light_match_m11'  'mend_fuse_f9'),3,5
('mend_fuse_f8'  'light_match_m8'  'light_match_m11'  'mend_fuse_f9'  'mend_fuse_f9'),3,5
('light_match_m8'  'light_match_m11'  'mend_fuse_f9'  'mend_fuse_f9'  'light_match_m11'),3,5
('light_match_m11'  'mend_fuse_f9'  'mend_fuse_f9'  'light_match_m11'  'light_match_m9'),2,5
('mend_fuse_f9'  'mend_fuse_f9'  'light_match_m11'  'light_match_m9'  'mend_fuse_f11'),2,5
('mend_fuse_f9'  'light_match_m11'  'light_match_m9'  'mend_fuse_f11'  'mend_fuse_f11'),2,5
('light_match_m11'  'light_match_m9'  'mend_fuse_f11'  'mend_fuse_f11'  'light_match_m9'),3,5
('light_match_m9'  'mend_fuse_f11'  'mend_fuse_f11'  'light_match_m9'  'light_match_m10'),2,5
('mend_fuse_f11'  'mend_fuse_f11'  'light_match_m9'  'light_match_m10'  'mend_fuse_f10'),2,5
('mend_fuse_f11'  'light_match_m9'  'light_match_m10'  'mend_fuse_f10'  'mend_fuse_f10'),2,5
('light_match_m10'  'light_match_m13'),1,2
('light_match_m13'  'light_match_m11'),19,2
('mend_fuse_f12'  'light_match_m10'  'light_match_m13'),1,3
('light_match_m10'  'light_match_m13'  'mend_fuse_f13'),1,3
('mend_fuse_f13'  'light_match_m13'  'light_match_m11'),18,3
('light_match_m13'  'light_match_m11'  'mend_fuse_f11'),1,3
('mend_fuse_f12'  'mend_fuse_f12'  'light_match_m10'  'light_match_m13'),1,4
('mend_fuse_f12'  'light_match_m10'  'light_match_m13'  'mend_fuse_f13'),1,4
('light_match_m10'  'light_match_m13'  'mend_fuse_f13'  'mend_fuse_f13'),1,4
('mend_fuse_f13'  'mend_fuse_f13'  'light_match_m13'  'light_match_m11'),18,4
('mend_fuse_f13'  'light_match_m13'  'light_match_m11'  'mend_fuse_f11'),1,4
('light_match_m13'  'light_match_m11'  'mend_fuse_f11'  'mend_fuse_f11'),1,4
('light_match_m10'  'mend_fuse_f12'  'mend_fuse_f12'  'light_match_m10'  'light_match_m13'),1,5
('mend_fuse_f12'  'mend_fuse_f12'  'light_match_m10'  'light_match_m13'  'mend_fuse_f13'),1,5
('mend_fuse_f12'  'light_match_m10'  'light_match_m13'  'mend_fuse_f13'  'mend_fuse_f13'),1,5
('light_match_m10'  'light_match_m13'  'mend_fuse_f13'  'mend_fuse_f13'  'light_match_m13'),1,5
('light_match_m13'  'mend_fuse_f13'  'mend_fuse_f13'  'light_match_m13'  'light_match_m11'),18,5
('mend_fuse_f13'  'mend_fuse_f13'  'light_match_m13'  'light_match_m11'  'mend_fuse_f11'),1,5
('mend_fuse_f13'  'light_match_m13'  'light_match_m11'  'mend_fuse_f11'  'mend_fuse_f11'),1,5
('light_match_m13'  'light_match_m11'  'mend_fuse_f11'  'mend_fuse_f11'  'light_match_m11'),1,5
('light_match_m13'  'light_match_m10'),5,2
('mend_fuse_f13'  'light_match_m13'  'light_match_m10'),5,3
('light_match_m13'  'light_match_m10'  'mend_fuse_f10'),5,3
('light_match_m10'  'light_match_m12'  'mend_fuse_f12'),2,3
('light_match_m12'  'light_match_m11'  'mend_fuse_f11'),3,3
('mend_fuse_f13'  'mend_fuse_f13'  'light_match_m13'  'light_match_m10'),5,4
('mend_fuse_f13'  'light_match_m13'  'light_match_m10'  'mend_fuse_f10'),5,4
('light_match_m13'  'light_match_m10'  'mend_fuse_f10'  'mend_fuse_f10'),5,4
('mend_fuse_f10'  'light_match_m10'  'light_match_m12'  'mend_fuse_f12'),2,4
('light_match_m10'  'light_match_m12'  'mend_fuse_f12'  'mend_fuse_f12'),2,4
('mend_fuse_f12'  'light_match_m12'  'light_match_m11'  'mend_fuse_f11'),3,4
('light_match_m12'  'light_match_m11'  'mend_fuse_f11'  'mend_fuse_f11'),3,4
('light_match_m13'  'mend_fuse_f13'  'mend_fuse_f13'  'light_match_m13'  'light_match_m10'),5,5
('mend_fuse_f13'  'mend_fuse_f13'  'light_match_m13'  'light_match_m10'  'mend_fuse_f10'),5,5
('mend_fuse_f13'  'light_match_m13'  'light_match_m10'  'mend_fuse_f10'  'mend_fuse_f10'),5,5
('light_match_m13'  'light_match_m10'  'mend_fuse_f10'  'mend_fuse_f10'  'light_match_m10'),5,5
('mend_fuse_f10'  'mend_fuse_f10'  'light_match_m10'  'light_match_m12'  'mend_fuse_f12'),2,5
('mend_fuse_f10'  'light_match_m10'  'light_match_m12'  'mend_fuse_f12'  'mend_fuse_f12'),2,5
('light_match_m10'  'light_match_m12'  'mend_fuse_f12'  'mend_fuse_f12'  'light_match_m12'),2,5
('mend_fuse_f12'  'mend_fuse_f12'  'light_match_m12'  'light_match_m11'  'mend_fuse_f11'),3,5
('mend_fuse_f12'  'light_match_m12'  'light_match_m11'  'mend_fuse_f11'  'mend_fuse_f11'),3,5
('light_match_m12'  'light_match_m11'  'mend_fuse_f11'  'mend_fuse_f11'  'light_match_m11'),3,5
('light_match_m14'  'light_match_m11'),3,2
('mend_fuse_f14'  'light_match_m14'  'light_match_m11'),3,3
('light_match_m14'  'light_match_m11'  'mend_fuse_f13'),1,3
('mend_fuse_f11'  'light_match_m13'  'light_match_m12'),1,3
('light_match_m13'  'light_match_m12'  'mend_fuse_f12'),3,3
('mend_fuse_f14'  'mend_fuse_f14'  'light_match_m14'  'light_match_m11'),3,4
('mend_fuse_f14'  'light_match_m14'  'light_match_m11'  'mend_fuse_f13'),1,4
('light_match_m14'  'light_match_m11'  'mend_fuse_f13'  'mend_fuse_f13'),1,4
('mend_fuse_f11'  'mend_fuse_f11'  'light_match_m13'  'light_match_m12'),1,4
('mend_fuse_f11'  'light_match_m13'  'light_match_m12'  'mend_fuse_f12'),1,4
('light_match_m13'  'light_match_m12'  'mend_fuse_f12'  'mend_fuse_f12'),3,4
('light_match_m14'  'mend_fuse_f14'  'mend_fuse_f14'  'light_match_m14'  'light_match_m11'),3,5
('mend_fuse_f14'  'mend_fuse_f14'  'light_match_m14'  'light_match_m11'  'mend_fuse_f13'),1,5
('mend_fuse_f14'  'light_match_m14'  'light_match_m11'  'mend_fuse_f13'  'mend_fuse_f13'),1,5
('light_match_m14'  'light_match_m11'  'mend_fuse_f13'  'mend_fuse_f13'  'light_match_m11'),1,5
('light_match_m13'  'mend_fuse_f11'  'mend_fuse_f11'  'light_match_m13'  'light_match_m12'),1,5
('mend_fuse_f11'  'mend_fuse_f11'  'light_match_m13'  'light_match_m12'  'mend_fuse_f12'),1,5
('mend_fuse_f11'  'light_match_m13'  'light_match_m12'  'mend_fuse_f12'  'mend_fuse_f12'),1,5
('light_match_m13'  'light_match_m12'  'mend_fuse_f12'  'mend_fuse_f12'  'light_match_m12'),3,5
('light_match_m14'  'light_match_m12'),11,2
('mend_fuse_f14'  'light_match_m14'  'light_match_m12'),11,3
('light_match_m14'  'light_match_m12'  'mend_fuse_f12'),3,3
('light_match_m12'  'light_match_m13'  'mend_fuse_f11'),1,3
('mend_fuse_f11'  'light_match_m13'  'light_match_m11'),1,3
('light_match_m13'  'light_match_m11'  'mend_fuse_f13'),1,3
('mend_fuse_f14'  'mend_fuse_f14'  'light_match_m14'  'light_match_m12'),11,4
('mend_fuse_f14'  'light_match_m14'  'light_match_m12'  'mend_fuse_f12'),3,4
('light_match_m14'  'light_match_m12'  'mend_fuse_f12'  'mend_fuse_f12'),3,4
('mend_fuse_f12'  'light_match_m12'  'light_match_m13'  'mend_fuse_f11'),1,4
('light_match_m12'  'light_match_m13'  'mend_fuse_f11'  'mend_fuse_f11'),1,4
('mend_fuse_f11'  'mend_fuse_f11'  'light_match_m13'  'light_match_m11'),1,4
('mend_fuse_f11'  'light_match_m13'  'light_match_m11'  'mend_fuse_f13'),1,4
('light_match_m13'  'light_match_m11'  'mend_fuse_f13'  'mend_fuse_f13'),1,4
('light_match_m14'  'mend_fuse_f14'  'mend_fuse_f14'  'light_match_m14'  'light_match_m12'),11,5
('mend_fuse_f14'  'mend_fuse_f14'  'light_match_m14'  'light_match_m12'  'mend_fuse_f12'),3,5
('mend_fuse_f14'  'light_match_m14'  'light_match_m12'  'mend_fuse_f12'  'mend_fuse_f12'),3,5
('light_match_m14'  'light_match_m12'  'mend_fuse_f12'  'mend_fuse_f12'  'light_match_m12'),3,5
('mend_fuse_f12'  'mend_fuse_f12'  'light_match_m12'  'light_match_m13'  'mend_fuse_f11'),1,5
('mend_fuse_f12'  'light_match_m12'  'light_match_m13'  'mend_fuse_f11'  'mend_fuse_f11'),1,5
('light_match_m12'  'light_match_m13'  'mend_fuse_f11'  'mend_fuse_f11'  'light_match_m13'),1,5
('light_match_m13'  'mend_fuse_f11'  'mend_fuse_f11'  'light_match_m13'  'light_match_m11'),1,5
('mend_fuse_f11'  'mend_fuse_f11'  'light_match_m13'  'light_match_m11'  'mend_fuse_f13'),1,5
('mend_fuse_f11'  'light_match_m13'  'light_match_m11'  'mend_fuse_f13'  'mend_fuse_f13'),1,5
('light_match_m13'  'light_match_m11'  'mend_fuse_f13'  'mend_fuse_f13'  'light_match_m11'),1,5
('light_match_m12'  'light_match_m15'),5,2
('mend_fuse_f12'  'light_match_m12'  'light_match_m15'),5,3
('light_match_m12'  'light_match_m15'  'mend_fuse_f15'),5,3
('mend_fuse_f13'  'light_match_m13'  'light_match_m12'  'mend_fuse_f12'),2,4
('mend_fuse_f12'  'mend_fuse_f12'  'light_match_m12'  'light_match_m15'),5,4
('mend_fuse_f12'  'light_match_m12'  'light_match_m15'  'mend_fuse_f15'),5,4
('light_match_m12'  'light_match_m15'  'mend_fuse_f15'  'mend_fuse_f15'),5,4
('mend_fuse_f13'  'mend_fuse_f13'  'light_match_m13'  'light_match_m12'  'mend_fuse_f12'),2,5
('mend_fuse_f13'  'light_match_m13'  'light_match_m12'  'mend_fuse_f12'  'mend_fuse_f12'),2,5
('light_match_m12'  'mend_fuse_f12'  'mend_fuse_f12'  'light_match_m12'  'light_match_m15'),5,5
('mend_fuse_f12'  'mend_fuse_f12'  'light_match_m12'  'light_match_m15'  'mend_fuse_f15'),5,5
('mend_fuse_f12'  'light_match_m12'  'light_match_m15'  'mend_fuse_f15'  'mend_fuse_f15'),5,5
('light_match_m12'  'light_match_m15'  'mend_fuse_f15'  'mend_fuse_f15'  'light_match_m15'),5,5
('light_match_m16'  'mend_fuse_f14'),2,2
('mend_fuse_f14'  'light_match_m16'),2,2
('light_match_m14'  'mend_fuse_f16'),2,2
('mend_fuse_f16'  'light_match_m14'),2,2
('light_match_m16'  'mend_fuse_f14'  'mend_fuse_f14'),2,3
('mend_fuse_f14'  'mend_fuse_f14'  'light_match_m16'),2,3
('mend_fuse_f14'  'light_match_m16'  'light_match_m14'),1,3
('light_match_m16'  'light_match_m14'  'mend_fuse_f16'),1,3
('light_match_m14'  'mend_fuse_f16'  'mend_fuse_f16'),2,3
('mend_fuse_f16'  'mend_fuse_f16'  'light_match_m14'),2,3
('mend_fuse_f16'  'light_match_m14'  'light_match_m13'),1,3
('light_match_m16'  'mend_fuse_f14'  'mend_fuse_f14'  'light_match_m16'),2,4
('mend_fuse_f14'  'mend_fuse_f14'  'light_match_m16'  'light_match_m14'),1,4
('mend_fuse_f14'  'light_match_m16'  'light_match_m14'  'mend_fuse_f16'),1,4
('light_match_m16'  'light_match_m14'  'mend_fuse_f16'  'mend_fuse_f16'),1,4
('light_match_m14'  'mend_fuse_f16'  'mend_fuse_f16'  'light_match_m14'),2,4
('mend_fuse_f16'  'mend_fuse_f16'  'light_match_m14'  'light_match_m13'),1,4
('mend_fuse_f16'  'light_match_m14'  'light_match_m13'  'mend_fuse_f13'),1,4
('light_match_m16'  'mend_fuse_f14'  'mend_fuse_f14'  'light_match_m16'  'light_match_m14'),1,5
('mend_fuse_f14'  'mend_fuse_f14'  'light_match_m16'  'light_match_m14'  'mend_fuse_f16'),1,5
('mend_fuse_f14'  'light_match_m16'  'light_match_m14'  'mend_fuse_f16'  'mend_fuse_f16'),1,5
('light_match_m16'  'light_match_m14'  'mend_fuse_f16'  'mend_fuse_f16'  'light_match_m14'),1,5
('light_match_m14'  'mend_fuse_f16'  'mend_fuse_f16'  'light_match_m14'  'light_match_m13'),1,5
('mend_fuse_f16'  'mend_fuse_f16'  'light_match_m14'  'light_match_m13'  'mend_fuse_f13'),1,5
('mend_fuse_f16'  'light_match_m14'  'light_match_m13'  'mend_fuse_f13'  'mend_fuse_f13'),1,5
('light_match_m15'  'light_match_m13'),6,2
('light_match_m13'  'light_match_m16'),4,2
('mend_fuse_f16'  'light_match_m14'  'light_match_m15'),1,3
('mend_fuse_f15'  'light_match_m15'  'light_match_m13'),6,3
('light_match_m15'  'light_match_m13'  'mend_fuse_f13'),6,3
('mend_fuse_f13'  'light_match_m13'  'light_match_m16'),4,3
('light_match_m13'  'light_match_m16'  'mend_fuse_f14'),1,3
('mend_fuse_f16'  'mend_fuse_f16'  'light_match_m14'  'light_match_m15'),1,4
('mend_fuse_f16'  'light_match_m14'  'light_match_m15'  'mend_fuse_f15'),1,4
('mend_fuse_f15'  'mend_fuse_f15'  'light_match_m15'  'light_match_m13'),6,4
('mend_fuse_f15'  'light_match_m15'  'light_match_m13'  'mend_fuse_f13'),6,4
('light_match_m15'  'light_match_m13'  'mend_fuse_f13'  'mend_fuse_f13'),6,4
('mend_fuse_f13'  'mend_fuse_f13'  'light_match_m13'  'light_match_m16'),4,4
('mend_fuse_f13'  'light_match_m13'  'light_match_m16'  'mend_fuse_f14'),1,4
('light_match_m13'  'light_match_m16'  'mend_fuse_f14'  'mend_fuse_f14'),1,4
('light_match_m14'  'mend_fuse_f16'  'mend_fuse_f16'  'light_match_m14'  'light_match_m15'),1,5
('mend_fuse_f16'  'mend_fuse_f16'  'light_match_m14'  'light_match_m15'  'mend_fuse_f15'),1,5
('mend_fuse_f16'  'light_match_m14'  'light_match_m15'  'mend_fuse_f15'  'mend_fuse_f15'),1,5
('light_match_m15'  'mend_fuse_f15'  'mend_fuse_f15'  'light_match_m15'  'light_match_m13'),6,5
('mend_fuse_f15'  'mend_fuse_f15'  'light_match_m15'  'light_match_m13'  'mend_fuse_f13'),6,5
('mend_fuse_f15'  'light_match_m15'  'light_match_m13'  'mend_fuse_f13'  'mend_fuse_f13'),6,5
('light_match_m15'  'light_match_m13'  'mend_fuse_f13'  'mend_fuse_f13'  'light_match_m13'),6,5
('light_match_m13'  'mend_fuse_f13'  'mend_fuse_f13'  'light_match_m13'  'light_match_m16'),4,5
('mend_fuse_f13'  'mend_fuse_f13'  'light_match_m13'  'light_match_m16'  'mend_fuse_f14'),1,5
('mend_fuse_f13'  'light_match_m13'  'light_match_m16'  'mend_fuse_f14'  'mend_fuse_f14'),1,5
('light_match_m13'  'light_match_m16'  'mend_fuse_f14'  'mend_fuse_f14'  'light_match_m16'),1,5
('light_match_m15'  'light_match_m17'),9,2
('mend_fuse_f15'  'light_match_m15'  'light_match_m17'),8,3
('light_match_m15'  'light_match_m17'  'mend_fuse_f17'),3,3
('mend_fuse_f15'  'mend_fuse_f15'  'light_match_m15'  'light_match_m17'),8,4
('mend_fuse_f15'  'light_match_m15'  'light_match_m17'  'mend_fuse_f17'),3,4
('light_match_m15'  'light_match_m17'  'mend_fuse_f17'  'mend_fuse_f17'),3,4
('light_match_m15'  'mend_fuse_f15'  'mend_fuse_f15'  'light_match_m15'  'light_match_m17'),8,5
('mend_fuse_f15'  'mend_fuse_f15'  'light_match_m15'  'light_match_m17'  'mend_fuse_f17'),3,5
('mend_fuse_f15'  'light_match_m15'  'light_match_m17'  'mend_fuse_f17'  'mend_fuse_f17'),3,5
('light_match_m15'  'light_match_m17'  'mend_fuse_f17'  'mend_fuse_f17'  'light_match_m17'),3,5
('light_match_m14'  'light_match_m17'),3,2
('light_match_m16'  'light_match_m15'),7,2
('mend_fuse_f14'  'light_match_m14'  'light_match_m17'),3,3
('light_match_m14'  'light_match_m17'  'mend_fuse_f17'),1,3
('mend_fuse_f16'  'light_match_m16'  'light_match_m15'),7,3
('light_match_m16'  'light_match_m15'  'mend_fuse_f15'),6,3
('mend_fuse_f14'  'mend_fuse_f14'  'light_match_m14'  'light_match_m17'),3,4
('mend_fuse_f14'  'light_match_m14'  'light_match_m17'  'mend_fuse_f17'),1,4
('light_match_m14'  'light_match_m17'  'mend_fuse_f17'  'mend_fuse_f17'),1,4
('mend_fuse_f16'  'mend_fuse_f16'  'light_match_m16'  'light_match_m15'),7,4
('mend_fuse_f16'  'light_match_m16'  'light_match_m15'  'mend_fuse_f15'),6,4
('light_match_m16'  'light_match_m15'  'mend_fuse_f15'  'mend_fuse_f15'),6,4
('light_match_m14'  'mend_fuse_f14'  'mend_fuse_f14'  'light_match_m14'  'light_match_m17'),3,5
('mend_fuse_f14'  'mend_fuse_f14'  'light_match_m14'  'light_match_m17'  'mend_fuse_f17'),1,5
('mend_fuse_f14'  'light_match_m14'  'light_match_m17'  'mend_fuse_f17'  'mend_fuse_f17'),1,5
('light_match_m14'  'light_match_m17'  'mend_fuse_f17'  'mend_fuse_f17'  'light_match_m17'),1,5
('light_match_m16'  'mend_fuse_f16'  'mend_fuse_f16'  'light_match_m16'  'light_match_m15'),7,5
('mend_fuse_f16'  'mend_fuse_f16'  'light_match_m16'  'light_match_m15'  'mend_fuse_f15'),6,5
('mend_fuse_f16'  'light_match_m16'  'light_match_m15'  'mend_fuse_f15'  'mend_fuse_f15'),6,5
('light_match_m16'  'light_match_m15'  'mend_fuse_f15'  'mend_fuse_f15'  'light_match_m15'),6,5
('light_match_m19'  'light_match_m16'),7,2
('light_match_m16'  'light_match_m18'),4,2
('mend_fuse_f19'  'light_match_m19'  'light_match_m16'),7,3
('light_match_m19'  'light_match_m16'  'mend_fuse_f16'),7,3
('mend_fuse_f16'  'light_match_m16'  'light_match_m18'),4,3
('light_match_m16'  'light_match_m18'  'mend_fuse_f17'),4,3
('mend_fuse_f19'  'mend_fuse_f19'  'light_match_m19'  'light_match_m16'),7,4
('mend_fuse_f19'  'light_match_m19'  'light_match_m16'  'mend_fuse_f16'),7,4
('light_match_m19'  'light_match_m16'  'mend_fuse_f16'  'mend_fuse_f16'),7,4
('mend_fuse_f16'  'mend_fuse_f16'  'light_match_m16'  'light_match_m18'),4,4
('mend_fuse_f16'  'light_match_m16'  'light_match_m18'  'mend_fuse_f17'),4,4
('light_match_m16'  'light_match_m18'  'mend_fuse_f17'  'mend_fuse_f17'),4,4
('light_match_m19'  'mend_fuse_f19'  'mend_fuse_f19'  'light_match_m19'  'light_match_m16'),7,5
('mend_fuse_f19'  'mend_fuse_f19'  'light_match_m19'  'light_match_m16'  'mend_fuse_f16'),7,5
('mend_fuse_f19'  'light_match_m19'  'light_match_m16'  'mend_fuse_f16'  'mend_fuse_f16'),7,5
('light_match_m19'  'light_match_m16'  'mend_fuse_f16'  'mend_fuse_f16'  'light_match_m16'),7,5
('light_match_m16'  'mend_fuse_f16'  'mend_fuse_f16'  'light_match_m16'  'light_match_m18'),4,5
('mend_fuse_f16'  'mend_fuse_f16'  'light_match_m16'  'light_match_m18'  'mend_fuse_f17'),4,5
('mend_fuse_f16'  'light_match_m16'  'light_match_m18'  'mend_fuse_f17'  'mend_fuse_f17'),4,5
('light_match_m16'  'light_match_m18'  'mend_fuse_f17'  'mend_fuse_f17'  'light_match_m18'),4,5
('mend_fuse_f18'  'light_match_m17'  'light_match_m16'),9,3
('mend_fuse_f18'  'mend_fuse_f18'  'light_match_m17'  'light_match_m16'),9,4
('mend_fuse_f18'  'light_match_m17'  'light_match_m16'  'mend_fuse_f16'),9,4
('light_match_m17'  'mend_fuse_f18'  'mend_fuse_f18'  'light_match_m17'  'light_match_m16'),9,5
('mend_fuse_f18'  'mend_fuse_f18'  'light_match_m17'  'light_match_m16'  'mend_fuse_f16'),9,5
('mend_fuse_f18'  'light_match_m17'  'light_match_m16'  'mend_fuse_f16'  'mend_fuse_f16'),9,5
('light_match_m20'  'light_match_m19'),15,2
('mend_fuse_f20'  'light_match_m20'  'light_match_m19'),15,3
('light_match_m20'  'light_match_m19'  'mend_fuse_f17'),1,3
('mend_fuse_f17'  'light_match_m19'  'light_match_m18'),1,3
('mend_fuse_f19'  'light_match_m18'  'light_match_m17'),1,3
('mend_fuse_f20'  'mend_fuse_f20'  'light_match_m20'  'light_match_m19'),15,4
('mend_fuse_f20'  'light_match_m20'  'light_match_m19'  'mend_fuse_f17'),1,4
('light_match_m20'  'light_match_m19'  'mend_fuse_f17'  'mend_fuse_f17'),1,4
('mend_fuse_f17'  'mend_fuse_f17'  'light_match_m19'  'light_match_m18'),1,4
('mend_fuse_f17'  'light_match_m19'  'light_match_m18'  'mend_fuse_f19'),1,4
('mend_fuse_f19'  'mend_fuse_f19'  'light_match_m18'  'light_match_m17'),1,4
('mend_fuse_f19'  'light_match_m18'  'light_match_m17'  'mend_fuse_f18'),1,4
('light_match_m20'  'mend_fuse_f20'  'mend_fuse_f20'  'light_match_m20'  'light_match_m19'),15,5
('mend_fuse_f20'  'mend_fuse_f20'  'light_match_m20'  'light_match_m19'  'mend_fuse_f17'),1,5
('mend_fuse_f20'  'light_match_m20'  'light_match_m19'  'mend_fuse_f17'  'mend_fuse_f17'),1,5
('light_match_m20'  'light_match_m19'  'mend_fuse_f17'  'mend_fuse_f17'  'light_match_m19'),1,5
('light_match_m19'  'mend_fuse_f17'  'mend_fuse_f17'  'light_match_m19'  'light_match_m18'),1,5
('mend_fuse_f17'  'mend_fuse_f17'  'light_match_m19'  'light_match_m18'  'mend_fuse_f19'),1,5
('mend_fuse_f17'  'light_match_m19'  'light_match_m18'  'mend_fuse_f19'  'mend_fuse_f19'),1,5
('light_match_m18'  'mend_fuse_f19'  'mend_fuse_f19'  'light_match_m18'  'light_match_m17'),1,5
('mend_fuse_f19'  'mend_fuse_f19'  'light_match_m18'  'light_match_m17'  'mend_fuse_f18'),1,5
('mend_fuse_f19'  'light_match_m18'  'light_match_m17'  'mend_fuse_f18'  'mend_fuse_f18'),1,5
('light_match_m18'  'light_match_m20'),14,2
('mend_fuse_f17'  'light_match_m18'  'light_match_m20'),13,3
