macros,positive frequency,length
('light_match_m14'  'mend_fuse_f14'  'mend_fuse_f14'  'light_match_m14'  'light_match_m13'),8,5
('mend_fuse_f14'  'mend_fuse_f14'  'light_match_m14'  'light_match_m13'  'mend_fuse_f12'),6,5
('mend_fuse_f14'  'light_match_m14'  'light_match_m13'  'mend_fuse_f12'  'mend_fuse_f12'),6,5
('light_match_m14'  'light_match_m13'  'mend_fuse_f12'  'mend_fuse_f12'  'light_match_m13'),6,5
('light_match_m13'  'light_match_m14'),7,2
('mend_fuse_f12'  'light_match_m13'  'light_match_m14'),4,3
('light_match_m13'  'light_match_m14'  'mend_fuse_f14'),6,3
('mend_fuse_f12'  'mend_fuse_f12'  'light_match_m13'  'light_match_m14'),4,4
('mend_fuse_f12'  'light_match_m13'  'light_match_m14'  'mend_fuse_f14'),4,4
('light_match_m13'  'light_match_m14'  'mend_fuse_f14'  'mend_fuse_f14'),6,4
('light_match_m13'  'mend_fuse_f12'  'mend_fuse_f12'  'light_match_m13'  'light_match_m14'),4,5
('mend_fuse_f12'  'mend_fuse_f12'  'light_match_m13'  'light_match_m14'  'mend_fuse_f14'),4,5
('mend_fuse_f12'  'light_match_m13'  'light_match_m14'  'mend_fuse_f14'  'mend_fuse_f14'),4,5
('light_match_m13'  'light_match_m14'  'mend_fuse_f14'  'mend_fuse_f14'  'light_match_m14'),6,5
('light_match_m14'  'mend_fuse_f13'),3,2
('mend_fuse_f13'  'light_match_m14'),3,2
('light_match_m15'  'light_match_m13'),6,2
('light_match_m13'  'mend_fuse_f14'),2,2
('mend_fuse_f14'  'light_match_m13'),2,2
('light_match_m14'  'mend_fuse_f13'  'mend_fuse_f13'),3,3
('mend_fuse_f13'  'mend_fuse_f13'  'light_match_m14'),3,3
('mend_fuse_f13'  'light_match_m14'  'light_match_m15'),1,3
('mend_fuse_f15'  'light_match_m15'  'light_match_m13'),2,3
('light_match_m15'  'light_match_m13'  'mend_fuse_f14'),2,3
('light_match_m13'  'mend_fuse_f14'  'mend_fuse_f14'),2,3
('mend_fuse_f14'  'mend_fuse_f14'  'light_match_m13'),2,3
('light_match_m14'  'mend_fuse_f13'  'mend_fuse_f13'  'light_match_m14'),3,4
('mend_fuse_f13'  'mend_fuse_f13'  'light_match_m14'  'light_match_m15'),1,4
('mend_fuse_f13'  'light_match_m14'  'light_match_m15'  'mend_fuse_f15'),1,4
('mend_fuse_f15'  'mend_fuse_f15'  'light_match_m15'  'light_match_m13'),2,4
('mend_fuse_f15'  'light_match_m15'  'light_match_m13'  'mend_fuse_f14'),1,4
('light_match_m15'  'light_match_m13'  'mend_fuse_f14'  'mend_fuse_f14'),2,4
('light_match_m13'  'mend_fuse_f14'  'mend_fuse_f14'  'light_match_m13'),2,4
('light_match_m14'  'mend_fuse_f13'  'mend_fuse_f13'  'light_match_m14'  'light_match_m15'),1,5
('mend_fuse_f13'  'mend_fuse_f13'  'light_match_m14'  'light_match_m15'  'mend_fuse_f15'),1,5
('mend_fuse_f13'  'light_match_m14'  'light_match_m15'  'mend_fuse_f15'  'mend_fuse_f15'),1,5
('light_match_m15'  'mend_fuse_f15'  'mend_fuse_f15'  'light_match_m15'  'light_match_m13'),2,5
('mend_fuse_f15'  'mend_fuse_f15'  'light_match_m15'  'light_match_m13'  'mend_fuse_f14'),1,5
('mend_fuse_f15'  'light_match_m15'  'light_match_m13'  'mend_fuse_f14'  'mend_fuse_f14'),1,5
('light_match_m15'  'light_match_m13'  'mend_fuse_f14'  'mend_fuse_f14'  'light_match_m13'),2,5
('light_match_m13'  'mend_fuse_f15'),1,2
('mend_fuse_f15'  'light_match_m13'),1,2
('light_match_m13'  'light_match_m15'),5,2
('light_match_m15'  'mend_fuse_f14'),1,2
('mend_fuse_f14'  'light_match_m15'),1,2
('mend_fuse_f13'  'light_match_m14'  'light_match_m13'),1,3
('light_match_m14'  'light_match_m13'  'mend_fuse_f15'),1,3
('light_match_m13'  'mend_fuse_f15'  'mend_fuse_f15'),1,3
('mend_fuse_f15'  'mend_fuse_f15'  'light_match_m13'),1,3
('mend_fuse_f15'  'light_match_m13'  'light_match_m15'),1,3
('light_match_m13'  'light_match_m15'  'mend_fuse_f14'),1,3
('light_match_m15'  'mend_fuse_f14'  'mend_fuse_f14'),1,3
('mend_fuse_f14'  'mend_fuse_f14'  'light_match_m15'),1,3
('mend_fuse_f13'  'mend_fuse_f13'  'light_match_m14'  'light_match_m13'),1,4
('mend_fuse_f13'  'light_match_m14'  'light_match_m13'  'mend_fuse_f15'),1,4
('light_match_m14'  'light_match_m13'  'mend_fuse_f15'  'mend_fuse_f15'),1,4
('light_match_m13'  'mend_fuse_f15'  'mend_fuse_f15'  'light_match_m13'),1,4
('mend_fuse_f15'  'mend_fuse_f15'  'light_match_m13'  'light_match_m15'),1,4
('mend_fuse_f15'  'light_match_m13'  'light_match_m15'  'mend_fuse_f14'),1,4
('light_match_m13'  'light_match_m15'  'mend_fuse_f14'  'mend_fuse_f14'),1,4
('light_match_m15'  'mend_fuse_f14'  'mend_fuse_f14'  'light_match_m15'),1,4
('light_match_m14'  'mend_fuse_f13'  'mend_fuse_f13'  'light_match_m14'  'light_match_m13'),1,5
('mend_fuse_f13'  'mend_fuse_f13'  'light_match_m14'  'light_match_m13'  'mend_fuse_f15'),1,5
('mend_fuse_f13'  'light_match_m14'  'light_match_m13'  'mend_fuse_f15'  'mend_fuse_f15'),1,5
('light_match_m14'  'light_match_m13'  'mend_fuse_f15'  'mend_fuse_f15'  'light_match_m13'),1,5
('light_match_m13'  'mend_fuse_f15'  'mend_fuse_f15'  'light_match_m13'  'light_match_m15'),1,5
('mend_fuse_f15'  'mend_fuse_f15'  'light_match_m13'  'light_match_m15'  'mend_fuse_f14'),1,5
('mend_fuse_f15'  'light_match_m13'  'light_match_m15'  'mend_fuse_f14'  'mend_fuse_f14'),1,5
('light_match_m13'  'light_match_m15'  'mend_fuse_f14'  'mend_fuse_f14'  'light_match_m15'),1,5
('light_match_m16'  'light_match_m14'),9,2
('mend_fuse_f15'  'light_match_m16'  'light_match_m14'),9,3
('light_match_m16'  'light_match_m14'  'mend_fuse_f14'),9,3
('light_match_m14'  'light_match_m15'  'mend_fuse_f16'),4,3
('mend_fuse_f15'  'mend_fuse_f15'  'light_match_m16'  'light_match_m14'),9,4
('mend_fuse_f15'  'light_match_m16'  'light_match_m14'  'mend_fuse_f14'),9,4
('light_match_m16'  'light_match_m14'  'mend_fuse_f14'  'mend_fuse_f14'),9,4
('mend_fuse_f14'  'light_match_m14'  'light_match_m15'  'mend_fuse_f16'),4,4
('light_match_m14'  'light_match_m15'  'mend_fuse_f16'  'mend_fuse_f16'),4,4
('light_match_m16'  'mend_fuse_f15'  'mend_fuse_f15'  'light_match_m16'  'light_match_m14'),9,5
('mend_fuse_f15'  'mend_fuse_f15'  'light_match_m16'  'light_match_m14'  'mend_fuse_f14'),9,5
('mend_fuse_f15'  'light_match_m16'  'light_match_m14'  'mend_fuse_f14'  'mend_fuse_f14'),9,5
('light_match_m16'  'light_match_m14'  'mend_fuse_f14'  'mend_fuse_f14'  'light_match_m14'),9,5
('mend_fuse_f14'  'mend_fuse_f14'  'light_match_m14'  'light_match_m15'  'mend_fuse_f16'),4,5
('mend_fuse_f14'  'light_match_m14'  'light_match_m15'  'mend_fuse_f16'  'mend_fuse_f16'),4,5
('light_match_m14'  'light_match_m15'  'mend_fuse_f16'  'mend_fuse_f16'  'light_match_m15'),4,5
('mend_fuse_f16'  'light_match_m15'  'light_match_m14'),9,3
('mend_fuse_f16'  'mend_fuse_f16'  'light_match_m15'  'light_match_m14'),9,4
('mend_fuse_f16'  'light_match_m15'  'light_match_m14'  'mend_fuse_f14'),9,4
('light_match_m15'  'mend_fuse_f16'  'mend_fuse_f16'  'light_match_m15'  'light_match_m14'),9,5
('mend_fuse_f16'  'mend_fuse_f16'  'light_match_m15'  'light_match_m14'  'mend_fuse_f14'),9,5
('mend_fuse_f16'  'light_match_m15'  'light_match_m14'  'mend_fuse_f14'  'mend_fuse_f14'),9,5
('light_match_m16'  'mend_fuse_f17'),7,2
('mend_fuse_f17'  'light_match_m16'),7,2
('light_match_m16'  'light_match_m17'),6,2
('light_match_m17'  'mend_fuse_f16'),7,2
('mend_fuse_f16'  'light_match_m17'),7,2
('light_match_m17'  'light_match_m15'),4,2
('light_match_m16'  'mend_fuse_f17'  'mend_fuse_f17'),7,3
('mend_fuse_f17'  'mend_fuse_f17'  'light_match_m16'),7,3
('mend_fuse_f17'  'light_match_m16'  'light_match_m17'),2,3
('light_match_m16'  'light_match_m17'  'mend_fuse_f16'),3,3
('light_match_m17'  'mend_fuse_f16'  'mend_fuse_f16'),7,3
('mend_fuse_f16'  'mend_fuse_f16'  'light_match_m17'),7,3
('mend_fuse_f16'  'light_match_m17'  'light_match_m15'),3,3
('light_match_m17'  'light_match_m15'  'mend_fuse_f15'),2,3
('light_match_m16'  'mend_fuse_f17'  'mend_fuse_f17'  'light_match_m16'),7,4
('mend_fuse_f17'  'mend_fuse_f17'  'light_match_m16'  'light_match_m17'),2,4
('mend_fuse_f17'  'light_match_m16'  'light_match_m17'  'mend_fuse_f16'),2,4
('light_match_m16'  'light_match_m17'  'mend_fuse_f16'  'mend_fuse_f16'),3,4
('light_match_m17'  'mend_fuse_f16'  'mend_fuse_f16'  'light_match_m17'),7,4
('mend_fuse_f16'  'mend_fuse_f16'  'light_match_m17'  'light_match_m15'),3,4
('mend_fuse_f16'  'light_match_m17'  'light_match_m15'  'mend_fuse_f15'),2,4
('light_match_m17'  'light_match_m15'  'mend_fuse_f15'  'mend_fuse_f15'),2,4
('light_match_m16'  'mend_fuse_f17'  'mend_fuse_f17'  'light_match_m16'  'light_match_m17'),2,5
('mend_fuse_f17'  'mend_fuse_f17'  'light_match_m16'  'light_match_m17'  'mend_fuse_f16'),2,5
('mend_fuse_f17'  'light_match_m16'  'light_match_m17'  'mend_fuse_f16'  'mend_fuse_f16'),2,5
('light_match_m16'  'light_match_m17'  'mend_fuse_f16'  'mend_fuse_f16'  'light_match_m17'),3,5
('light_match_m17'  'mend_fuse_f16'  'mend_fuse_f16'  'light_match_m17'  'light_match_m15'),3,5
('mend_fuse_f16'  'mend_fuse_f16'  'light_match_m17'  'light_match_m15'  'mend_fuse_f15'),2,5
('mend_fuse_f16'  'light_match_m17'  'light_match_m15'  'mend_fuse_f15'  'mend_fuse_f15'),2,5
('light_match_m17'  'light_match_m15'  'mend_fuse_f15'  'mend_fuse_f15'  'light_match_m15'),2,5
('mend_fuse_f15'  'light_match_m15'  'light_match_m16'),1,3
('light_match_m15'  'light_match_m16'  'mend_fuse_f16'),1,3
('mend_fuse_f16'  'light_match_m16'  'light_match_m17'),3,3
('light_match_m16'  'light_match_m17'  'mend_fuse_f17'),1,3
('mend_fuse_f15'  'mend_fuse_f15'  'light_match_m15'  'light_match_m16'),1,4
('mend_fuse_f15'  'light_match_m15'  'light_match_m16'  'mend_fuse_f16'),1,4
('light_match_m15'  'light_match_m16'  'mend_fuse_f16'  'mend_fuse_f16'),1,4
('mend_fuse_f16'  'mend_fuse_f16'  'light_match_m16'  'light_match_m17'),3,4
('mend_fuse_f16'  'light_match_m16'  'light_match_m17'  'mend_fuse_f17'),1,4
('light_match_m16'  'light_match_m17'  'mend_fuse_f17'  'mend_fuse_f17'),1,4
('light_match_m15'  'mend_fuse_f15'  'mend_fuse_f15'  'light_match_m15'  'light_match_m16'),1,5
('mend_fuse_f15'  'mend_fuse_f15'  'light_match_m15'  'light_match_m16'  'mend_fuse_f16'),1,5
('mend_fuse_f15'  'light_match_m15'  'light_match_m16'  'mend_fuse_f16'  'mend_fuse_f16'),1,5
('light_match_m15'  'light_match_m16'  'mend_fuse_f16'  'mend_fuse_f16'  'light_match_m16'),1,5
('light_match_m16'  'mend_fuse_f16'  'mend_fuse_f16'  'light_match_m16'  'light_match_m17'),3,5
('mend_fuse_f16'  'mend_fuse_f16'  'light_match_m16'  'light_match_m17'  'mend_fuse_f17'),1,5
('mend_fuse_f16'  'light_match_m16'  'light_match_m17'  'mend_fuse_f17'  'mend_fuse_f17'),1,5
('light_match_m16'  'light_match_m17'  'mend_fuse_f17'  'mend_fuse_f17'  'light_match_m17'),1,5
('light_match_m20'  'light_match_m21'),25,2
('mend_fuse_f19'  'light_match_m20'  'light_match_m21'),1,3
('light_match_m20'  'light_match_m21'  'mend_fuse_f21'),25,3
('mend_fuse_f19'  'mend_fuse_f19'  'light_match_m20'  'light_match_m21'),1,4
('mend_fuse_f19'  'light_match_m20'  'light_match_m21'  'mend_fuse_f21'),1,4
('light_match_m20'  'light_match_m21'  'mend_fuse_f21'  'mend_fuse_f21'),25,4
('light_match_m20'  'mend_fuse_f19'  'mend_fuse_f19'  'light_match_m20'  'light_match_m21'),1,5
('mend_fuse_f19'  'mend_fuse_f19'  'light_match_m20'  'light_match_m21'  'mend_fuse_f21'),1,5
('mend_fuse_f19'  'light_match_m20'  'light_match_m21'  'mend_fuse_f21'  'mend_fuse_f21'),1,5
('light_match_m20'  'light_match_m21'  'mend_fuse_f21'  'mend_fuse_f21'  'light_match_m21'),25,5
('mend_fuse_f20'  'light_match_m20'  'light_match_m21'),23,3
('mend_fuse_f20'  'mend_fuse_f20'  'light_match_m20'  'light_match_m21'),23,4
('mend_fuse_f20'  'light_match_m20'  'light_match_m21'  'mend_fuse_f21'),23,4
('light_match_m20'  'mend_fuse_f20'  'mend_fuse_f20'  'light_match_m20'  'light_match_m21'),23,5
('mend_fuse_f20'  'mend_fuse_f20'  'light_match_m20'  'light_match_m21'  'mend_fuse_f21'),23,5
('mend_fuse_f20'  'light_match_m20'  'light_match_m21'  'mend_fuse_f21'  'mend_fuse_f21'),23,5
('light_match_m22'  'light_match_m20'),13,2
('mend_fuse_f22'  'light_match_m22'  'light_match_m20'),13,3
('light_match_m22'  'light_match_m20'  'mend_fuse_f20'),13,3
('mend_fuse_f22'  'mend_fuse_f22'  'light_match_m22'  'light_match_m20'),13,4
('mend_fuse_f22'  'light_match_m22'  'light_match_m20'  'mend_fuse_f20'),13,4
('light_match_m22'  'light_match_m20'  'mend_fuse_f20'  'mend_fuse_f20'),13,4
('light_match_m22'  'mend_fuse_f22'  'mend_fuse_f22'  'light_match_m22'  'light_match_m20'),13,5
('mend_fuse_f22'  'mend_fuse_f22'  'light_match_m22'  'light_match_m20'  'mend_fuse_f20'),13,5
('mend_fuse_f22'  'light_match_m22'  'light_match_m20'  'mend_fuse_f20'  'mend_fuse_f20'),13,5
('light_match_m22'  'light_match_m20'  'mend_fuse_f20'  'mend_fuse_f20'  'light_match_m20'),13,5
('mend_fuse_f23'  'light_match_m23'  'light_match_m22'),2,3
('light_match_m23'  'light_match_m22'  'mend_fuse_f21'),1,3
('mend_fuse_f23'  'mend_fuse_f23'  'light_match_m23'  'light_match_m22'),2,4
('mend_fuse_f23'  'light_match_m23'  'light_match_m22'  'mend_fuse_f21'),1,4
('light_match_m23'  'light_match_m22'  'mend_fuse_f21'  'mend_fuse_f21'),1,4
('light_match_m23'  'mend_fuse_f23'  'mend_fuse_f23'  'light_match_m23'  'light_match_m22'),2,5
('mend_fuse_f23'  'mend_fuse_f23'  'light_match_m23'  'light_match_m22'  'mend_fuse_f21'),1,5
('mend_fuse_f23'  'light_match_m23'  'light_match_m22'  'mend_fuse_f21'  'mend_fuse_f21'),1,5
('light_match_m23'  'light_match_m22'  'mend_fuse_f21'  'mend_fuse_f21'  'light_match_m22'),1,5
('light_match_m23'  'light_match_m21'),3,2
('mend_fuse_f22'  'light_match_m23'  'light_match_m21'),1,3
('light_match_m23'  'light_match_m21'  'mend_fuse_f21'),3,3
('mend_fuse_f22'  'mend_fuse_f22'  'light_match_m23'  'light_match_m21'),1,4
('mend_fuse_f22'  'light_match_m23'  'light_match_m21'  'mend_fuse_f21'),1,4
('light_match_m23'  'light_match_m21'  'mend_fuse_f21'  'mend_fuse_f21'),3,4
('light_match_m23'  'mend_fuse_f22'  'mend_fuse_f22'  'light_match_m23'  'light_match_m21'),1,5
('mend_fuse_f22'  'mend_fuse_f22'  'light_match_m23'  'light_match_m21'  'mend_fuse_f21'),1,5
('mend_fuse_f22'  'light_match_m23'  'light_match_m21'  'mend_fuse_f21'  'mend_fuse_f21'),1,5
('light_match_m23'  'light_match_m21'  'mend_fuse_f21'  'mend_fuse_f21'  'light_match_m21'),3,5
('light_match_m22'  'light_match_m24'),8,2
('mend_fuse_f24'  'light_match_m23'  'light_match_m22'),1,3
('light_match_m23'  'light_match_m22'  'mend_fuse_f22'),2,3
('mend_fuse_f22'  'light_match_m22'  'light_match_m24'),8,3
('light_match_m22'  'light_match_m24'  'mend_fuse_f23'),6,3
('mend_fuse_f24'  'mend_fuse_f24'  'light_match_m23'  'light_match_m22'),1,4
('mend_fuse_f24'  'light_match_m23'  'light_match_m22'  'mend_fuse_f22'),1,4
('light_match_m23'  'light_match_m22'  'mend_fuse_f22'  'mend_fuse_f22'),2,4
('mend_fuse_f22'  'mend_fuse_f22'  'light_match_m22'  'light_match_m24'),8,4
('mend_fuse_f22'  'light_match_m22'  'light_match_m24'  'mend_fuse_f23'),6,4
('light_match_m22'  'light_match_m24'  'mend_fuse_f23'  'mend_fuse_f23'),6,4
('light_match_m23'  'mend_fuse_f24'  'mend_fuse_f24'  'light_match_m23'  'light_match_m22'),1,5
('mend_fuse_f24'  'mend_fuse_f24'  'light_match_m23'  'light_match_m22'  'mend_fuse_f22'),1,5
('mend_fuse_f24'  'light_match_m23'  'light_match_m22'  'mend_fuse_f22'  'mend_fuse_f22'),1,5
('light_match_m23'  'light_match_m22'  'mend_fuse_f22'  'mend_fuse_f22'  'light_match_m22'),2,5
('light_match_m22'  'mend_fuse_f22'  'mend_fuse_f22'  'light_match_m22'  'light_match_m24'),8,5
('mend_fuse_f22'  'mend_fuse_f22'  'light_match_m22'  'light_match_m24'  'mend_fuse_f23'),6,5
('mend_fuse_f22'  'light_match_m22'  'light_match_m24'  'mend_fuse_f23'  'mend_fuse_f23'),6,5
('light_match_m22'  'light_match_m24'  'mend_fuse_f23'  'mend_fuse_f23'  'light_match_m24'),6,5
('mend_fuse_f22'  'light_match_m22'  'light_match_m23'),10,3
('light_match_m22'  'light_match_m23'  'mend_fuse_f24'),5,3
('mend_fuse_f24'  'light_match_m23'  'light_match_m24'),1,3
('light_match_m23'  'light_match_m24'  'mend_fuse_f23'),1,3
('mend_fuse_f22'  'mend_fuse_f22'  'light_match_m22'  'light_match_m23'),10,4
('mend_fuse_f22'  'light_match_m22'  'light_match_m23'  'mend_fuse_f24'),5,4
('light_match_m22'  'light_match_m23'  'mend_fuse_f24'  'mend_fuse_f24'),5,4
('mend_fuse_f24'  'mend_fuse_f24'  'light_match_m23'  'light_match_m24'),1,4
('mend_fuse_f24'  'light_match_m23'  'light_match_m24'  'mend_fuse_f23'),1,4
('light_match_m23'  'light_match_m24'  'mend_fuse_f23'  'mend_fuse_f23'),1,4
('light_match_m22'  'mend_fuse_f22'  'mend_fuse_f22'  'light_match_m22'  'light_match_m23'),10,5
('mend_fuse_f22'  'mend_fuse_f22'  'light_match_m22'  'light_match_m23'  'mend_fuse_f24'),5,5
('mend_fuse_f22'  'light_match_m22'  'light_match_m23'  'mend_fuse_f24'  'mend_fuse_f24'),5,5
('light_match_m22'  'light_match_m23'  'mend_fuse_f24'  'mend_fuse_f24'  'light_match_m23'),5,5
('light_match_m23'  'mend_fuse_f24'  'mend_fuse_f24'  'light_match_m23'  'light_match_m24'),1,5
('mend_fuse_f24'  'mend_fuse_f24'  'light_match_m23'  'light_match_m24'  'mend_fuse_f23'),1,5
('mend_fuse_f24'  'light_match_m23'  'light_match_m24'  'mend_fuse_f23'  'mend_fuse_f23'),1,5
('light_match_m23'  'light_match_m24'  'mend_fuse_f23'  'mend_fuse_f23'  'light_match_m24'),1,5
('light_match_m23'  'light_match_m25'),4,2
('light_match_m25'  'mend_fuse_f23'),1,2
('mend_fuse_f23'  'light_match_m25'),1,2
('mend_fuse_f24'  'light_match_m23'  'light_match_m25'),2,3
('light_match_m23'  'light_match_m25'  'mend_fuse_f23'),1,3
('light_match_m25'  'mend_fuse_f23'  'mend_fuse_f23'),1,3
('mend_fuse_f23'  'mend_fuse_f23'  'light_match_m25'),1,3
('mend_fuse_f23'  'light_match_m25'  'light_match_m24'),1,3
('mend_fuse_f24'  'mend_fuse_f24'  'light_match_m23'  'light_match_m25'),2,4
('mend_fuse_f24'  'light_match_m23'  'light_match_m25'  'mend_fuse_f23'),1,4
('light_match_m23'  'light_match_m25'  'mend_fuse_f23'  'mend_fuse_f23'),1,4
('light_match_m25'  'mend_fuse_f23'  'mend_fuse_f23'  'light_match_m25'),1,4
('mend_fuse_f23'  'mend_fuse_f23'  'light_match_m25'  'light_match_m24'),1,4
('mend_fuse_f23'  'light_match_m25'  'light_match_m24'  'mend_fuse_f25'),1,4
('light_match_m23'  'mend_fuse_f24'  'mend_fuse_f24'  'light_match_m23'  'light_match_m25'),2,5
('mend_fuse_f24'  'mend_fuse_f24'  'light_match_m23'  'light_match_m25'  'mend_fuse_f23'),1,5
('mend_fuse_f24'  'light_match_m23'  'light_match_m25'  'mend_fuse_f23'  'mend_fuse_f23'),1,5
('light_match_m23'  'light_match_m25'  'mend_fuse_f23'  'mend_fuse_f23'  'light_match_m25'),1,5
('light_match_m25'  'mend_fuse_f23'  'mend_fuse_f23'  'light_match_m25'  'light_match_m24'),1,5
('mend_fuse_f23'  'mend_fuse_f23'  'light_match_m25'  'light_match_m24'  'mend_fuse_f25'),1,5
('mend_fuse_f23'  'light_match_m25'  'light_match_m24'  'mend_fuse_f25'  'mend_fuse_f25'),1,5
('light_match_m25'  'light_match_m23'),17,2
('mend_fuse_f25'  'light_match_m25'  'light_match_m23'),17,3
('light_match_m25'  'light_match_m23'  'mend_fuse_f23'),2,3
('mend_fuse_f25'  'mend_fuse_f25'  'light_match_m25'  'light_match_m23'),17,4
('mend_fuse_f25'  'light_match_m25'  'light_match_m23'  'mend_fuse_f23'),2,4
('light_match_m25'  'light_match_m23'  'mend_fuse_f23'  'mend_fuse_f23'),2,4
('light_match_m25'  'mend_fuse_f25'  'mend_fuse_f25'  'light_match_m25'  'light_match_m23'),17,5
('mend_fuse_f25'  'mend_fuse_f25'  'light_match_m25'  'light_match_m23'  'mend_fuse_f23'),2,5
('mend_fuse_f25'  'light_match_m25'  'light_match_m23'  'mend_fuse_f23'  'mend_fuse_f23'),2,5
('light_match_m25'  'light_match_m23'  'mend_fuse_f23'  'mend_fuse_f23'  'light_match_m23'),2,5
('light_match_m24'  'light_match_m26'),6,2
('mend_fuse_f24'  'light_match_m24'  'light_match_m26'),4,3
('light_match_m24'  'light_match_m26'  'mend_fuse_f26'),6,3
('mend_fuse_f24'  'mend_fuse_f24'  'light_match_m24'  'light_match_m26'),4,4
('mend_fuse_f24'  'light_match_m24'  'light_match_m26'  'mend_fuse_f26'),4,4
('light_match_m24'  'light_match_m26'  'mend_fuse_f26'  'mend_fuse_f26'),6,4
('light_match_m24'  'mend_fuse_f24'  'mend_fuse_f24'  'light_match_m24'  'light_match_m26'),4,5
('mend_fuse_f24'  'mend_fuse_f24'  'light_match_m24'  'light_match_m26'  'mend_fuse_f26'),4,5
('mend_fuse_f24'  'light_match_m24'  'light_match_m26'  'mend_fuse_f26'  'mend_fuse_f26'),4,5
('light_match_m24'  'light_match_m26'  'mend_fuse_f26'  'mend_fuse_f26'  'light_match_m26'),6,5
('light_match_m26'  'light_match_m24'),15,2
('mend_fuse_f26'  'light_match_m26'  'light_match_m24'),14,3
('light_match_m26'  'light_match_m24'  'mend_fuse_f24'),5,3
('mend_fuse_f26'  'mend_fuse_f26'  'light_match_m26'  'light_match_m24'),14,4
('mend_fuse_f26'  'light_match_m26'  'light_match_m24'  'mend_fuse_f24'),5,4
('light_match_m26'  'light_match_m24'  'mend_fuse_f24'  'mend_fuse_f24'),5,4
('light_match_m26'  'mend_fuse_f26'  'mend_fuse_f26'  'light_match_m26'  'light_match_m24'),14,5
('mend_fuse_f26'  'mend_fuse_f26'  'light_match_m26'  'light_match_m24'  'mend_fuse_f24'),5,5
('mend_fuse_f26'  'light_match_m26'  'light_match_m24'  'mend_fuse_f24'  'mend_fuse_f24'),5,5
('light_match_m26'  'light_match_m24'  'mend_fuse_f24'  'mend_fuse_f24'  'light_match_m24'),5,5
('light_match_m28'  'light_match_m26'),7,2
('mend_fuse_f28'  'light_match_m28'  'light_match_m26'),1,3
('light_match_m28'  'light_match_m26'  'mend_fuse_f26'),7,3
('mend_fuse_f28'  'mend_fuse_f28'  'light_match_m28'  'light_match_m26'),1,4
('mend_fuse_f28'  'light_match_m28'  'light_match_m26'  'mend_fuse_f26'),1,4
('light_match_m28'  'light_match_m26'  'mend_fuse_f26'  'mend_fuse_f26'),7,4
('light_match_m28'  'mend_fuse_f28'  'mend_fuse_f28'  'light_match_m28'  'light_match_m26'),1,5
('mend_fuse_f28'  'mend_fuse_f28'  'light_match_m28'  'light_match_m26'  'mend_fuse_f26'),1,5
('mend_fuse_f28'  'light_match_m28'  'light_match_m26'  'mend_fuse_f26'  'mend_fuse_f26'),1,5
('light_match_m28'  'light_match_m26'  'mend_fuse_f26'  'mend_fuse_f26'  'light_match_m26'),7,5
('light_match_m27'  'light_match_m29'),6,2
('mend_fuse_f27'  'light_match_m27'  'light_match_m29'),6,3
('light_match_m27'  'light_match_m29'  'mend_fuse_f28'),6,3
('mend_fuse_f27'  'mend_fuse_f27'  'light_match_m27'  'light_match_m29'),6,4
('mend_fuse_f27'  'light_match_m27'  'light_match_m29'  'mend_fuse_f28'),6,4
('light_match_m27'  'light_match_m29'  'mend_fuse_f28'  'mend_fuse_f28'),6,4
('light_match_m27'  'mend_fuse_f27'  'mend_fuse_f27'  'light_match_m27'  'light_match_m29'),6,5
('mend_fuse_f27'  'mend_fuse_f27'  'light_match_m27'  'light_match_m29'  'mend_fuse_f28'),6,5
('mend_fuse_f27'  'light_match_m27'  'light_match_m29'  'mend_fuse_f28'  'mend_fuse_f28'),6,5
('light_match_m27'  'light_match_m29'  'mend_fuse_f28'  'mend_fuse_f28'  'light_match_m29'),6,5
('light_match_m28'  'light_match_m29'),4,2
('light_match_m29'  'light_match_m27'),3,2
('mend_fuse_f29'  'light_match_m28'  'light_match_m29'),3,3
('light_match_m28'  'light_match_m29'  'mend_fuse_f28'),4,3
('mend_fuse_f28'  'light_match_m29'  'light_match_m27'),3,3
('light_match_m29'  'light_match_m27'  'mend_fuse_f27'),3,3
('mend_fuse_f29'  'mend_fuse_f29'  'light_match_m28'  'light_match_m29'),3,4
('mend_fuse_f29'  'light_match_m28'  'light_match_m29'  'mend_fuse_f28'),3,4
('light_match_m28'  'light_match_m29'  'mend_fuse_f28'  'mend_fuse_f28'),4,4
('mend_fuse_f28'  'mend_fuse_f28'  'light_match_m29'  'light_match_m27'),3,4
('mend_fuse_f28'  'light_match_m29'  'light_match_m27'  'mend_fuse_f27'),3,4
('light_match_m29'  'light_match_m27'  'mend_fuse_f27'  'mend_fuse_f27'),3,4
('light_match_m28'  'mend_fuse_f29'  'mend_fuse_f29'  'light_match_m28'  'light_match_m29'),3,5
('mend_fuse_f29'  'mend_fuse_f29'  'light_match_m28'  'light_match_m29'  'mend_fuse_f28'),3,5
('mend_fuse_f29'  'light_match_m28'  'light_match_m29'  'mend_fuse_f28'  'mend_fuse_f28'),3,5
('light_match_m28'  'light_match_m29'  'mend_fuse_f28'  'mend_fuse_f28'  'light_match_m29'),4,5
('light_match_m29'  'mend_fuse_f28'  'mend_fuse_f28'  'light_match_m29'  'light_match_m27'),3,5
('mend_fuse_f28'  'mend_fuse_f28'  'light_match_m29'  'light_match_m27'  'mend_fuse_f27'),3,5
