macros,positive frequency,length
('make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p4'  'load_r0_b0_p4'),5,4
('make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p4'  'load_r0_b0_p4'  'load_r0_b0_p4'),5,4
('make_treatment_r0_b0_p1'  'make_treatment_r0_b0_p1'  'load_r0_b0_p1'  'load_r0_b0_p1'  'move_r0_p2'),4,5
('make_treatment_r0_b0_p1'  'make_treatment_r0_b0_p2'  'load_r0_b0_p2'  'load_r0_b0_p2'  'move_r0_p4'),2,5
('make_treatment_r0_b0_p2'  'load_r0_b0_p2'  'load_r0_b0_p2'  'move_r0_p4'  'move_r0_p4'),6,5
('load_r0_b0_p2'  'load_r0_b0_p2'  'move_r0_p4'  'move_r0_p4'  'make_treatment_r0_b0_p4'),5,5
('load_r0_b0_p2'  'move_r0_p4'  'move_r0_p4'  'make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p2'),5,5
('move_r0_p4'  'move_r0_p4'  'make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p4'),6,5
('move_r0_p4'  'make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p4'  'load_r0_b0_p4'),5,5
('make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p4'  'load_r0_b0_p4'  'load_r0_b0_p4'),5,5
('make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p4'  'load_r0_b0_p4'  'load_r0_b0_p4'  'make_treatment_r0_b0_p4'),3,5
('make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p1'  'load_r0_b0_p1'  'load_r0_b0_p1'  'move_r0_p2'),1,5
('move_r0_p1'  'move_r0_p1'  'make_treatment_r0_b0_p5'),1,3
('move_r0_p1'  'make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p1'),1,3
('make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p1'  'make_treatment_r0_b0_p1'),1,3
('load_r0_b0_p5'  'move_r0_p1'  'move_r0_p1'  'make_treatment_r0_b0_p5'),1,4
('move_r0_p1'  'move_r0_p1'  'make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p1'),1,4
('move_r0_p1'  'make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p1'  'make_treatment_r0_b0_p1'),1,4
('make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p1'  'make_treatment_r0_b0_p1'  'load_r0_b0_p1'),1,4
('load_r0_b0_p5'  'load_r0_b0_p5'  'move_r0_p1'  'move_r0_p1'  'make_treatment_r0_b0_p5'),1,5
('load_r0_b0_p5'  'move_r0_p1'  'move_r0_p1'  'make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p1'),1,5
('move_r0_p1'  'move_r0_p1'  'make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p1'  'make_treatment_r0_b0_p1'),1,5
('move_r0_p1'  'make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p1'  'make_treatment_r0_b0_p1'  'load_r0_b0_p1'),1,5
('make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p1'  'make_treatment_r0_b0_p1'  'load_r0_b0_p1'  'load_r0_b0_p1'),1,5
('make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p1'  'load_r0_b0_p1'  'load_r0_b0_p1'  'move_r0_p2'),1,5
('make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p1'  'load_r0_b0_p1'  'load_r0_b0_p1'  'move_r0_p5'),2,5
('make_treatment_r0_b0_p3'  'move_r0_p1'),3,2
('move_r0_p4'  'load_r0_b0_p1'),2,2
('load_r0_b0_p3'  'make_treatment_r0_b0_p3'  'move_r0_p1'),1,3
('make_treatment_r0_b0_p3'  'move_r0_p1'  'move_r0_p1'),1,3
('make_treatment_r0_b0_p1'  'load_r0_b0_p1'  'move_r0_p4'),2,3
('load_r0_b0_p1'  'move_r0_p4'  'load_r0_b0_p1'),2,3
('move_r0_p4'  'load_r0_b0_p1'  'move_r0_p4'),1,3
('load_r0_b0_p1'  'move_r0_p4'  'make_treatment_r0_b0_p4'),1,3
('load_r0_b0_p3'  'load_r0_b0_p3'  'make_treatment_r0_b0_p3'  'move_r0_p1'),1,4
('load_r0_b0_p3'  'make_treatment_r0_b0_p3'  'move_r0_p1'  'move_r0_p1'),1,4
('make_treatment_r0_b0_p3'  'move_r0_p1'  'move_r0_p1'  'make_treatment_r0_b0_p1'),1,4
('make_treatment_r0_b0_p1'  'make_treatment_r0_b0_p1'  'load_r0_b0_p1'  'move_r0_p4'),2,4
('make_treatment_r0_b0_p1'  'load_r0_b0_p1'  'move_r0_p4'  'load_r0_b0_p1'),2,4
('load_r0_b0_p1'  'move_r0_p4'  'load_r0_b0_p1'  'move_r0_p4'),1,4
('move_r0_p4'  'load_r0_b0_p1'  'move_r0_p4'  'make_treatment_r0_b0_p4'),1,4
('load_r0_b0_p1'  'move_r0_p4'  'make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p1'),1,4
('make_treatment_r0_b0_p3'  'load_r0_b0_p3'  'load_r0_b0_p3'  'make_treatment_r0_b0_p3'  'move_r0_p1'),1,5
('load_r0_b0_p3'  'load_r0_b0_p3'  'make_treatment_r0_b0_p3'  'move_r0_p1'  'move_r0_p1'),1,5
('load_r0_b0_p3'  'make_treatment_r0_b0_p3'  'move_r0_p1'  'move_r0_p1'  'make_treatment_r0_b0_p1'),1,5
('make_treatment_r0_b0_p3'  'move_r0_p1'  'move_r0_p1'  'make_treatment_r0_b0_p1'  'make_treatment_r0_b0_p1'),1,5
('move_r0_p1'  'make_treatment_r0_b0_p1'  'make_treatment_r0_b0_p1'  'load_r0_b0_p1'  'move_r0_p4'),2,5
('make_treatment_r0_b0_p1'  'make_treatment_r0_b0_p1'  'load_r0_b0_p1'  'move_r0_p4'  'load_r0_b0_p1'),2,5
('make_treatment_r0_b0_p1'  'load_r0_b0_p1'  'move_r0_p4'  'load_r0_b0_p1'  'move_r0_p4'),1,5
('load_r0_b0_p1'  'move_r0_p4'  'load_r0_b0_p1'  'move_r0_p4'  'make_treatment_r0_b0_p4'),1,5
('move_r0_p4'  'load_r0_b0_p1'  'move_r0_p4'  'make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p1'),1,5
('load_r0_b0_p1'  'move_r0_p4'  'make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p1'  'make_treatment_r0_b0_p4'),1,5
('make_treatment_r0_b0_p3'  'move_r0_p4'),2,2
('load_r0_b0_p3'  'make_treatment_r0_b0_p3'  'move_r0_p4'),2,3
('make_treatment_r0_b0_p3'  'move_r0_p4'  'move_r0_p4'),2,3
('load_r0_b0_p3'  'load_r0_b0_p3'  'make_treatment_r0_b0_p3'  'move_r0_p4'),2,4
('load_r0_b0_p3'  'make_treatment_r0_b0_p3'  'move_r0_p4'  'move_r0_p4'),2,4
('make_treatment_r0_b0_p3'  'move_r0_p4'  'move_r0_p4'  'make_treatment_r0_b0_p4'),2,4
('make_treatment_r0_b0_p3'  'load_r0_b0_p3'  'load_r0_b0_p3'  'make_treatment_r0_b0_p3'  'move_r0_p4'),2,5
('load_r0_b0_p3'  'load_r0_b0_p3'  'make_treatment_r0_b0_p3'  'move_r0_p4'  'move_r0_p4'),2,5
('load_r0_b0_p3'  'make_treatment_r0_b0_p3'  'move_r0_p4'  'move_r0_p4'  'make_treatment_r0_b0_p4'),2,5
('make_treatment_r0_b0_p3'  'move_r0_p4'  'move_r0_p4'  'make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p4'),2,5
('make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p3'  'load_r0_b0_p3'  'load_r0_b0_p3'  'move_r0_p1'),3,5
('make_treatment_r0_b0_p3'  'make_treatment_r0_b0_p1'  'load_r0_b0_p1'  'load_r0_b0_p1'  'move_r0_p4'),1,5
('make_treatment_r0_b0_p3'  'make_treatment_r0_b0_p1'  'load_r0_b0_p1'  'load_r0_b0_p1'  'move_r0_p5'),1,5
('make_treatment_r0_b0_p3'  'make_treatment_r0_b0_p5'  'load_r0_b0_p5'  'load_r0_b0_p5'  'move_r0_p1'),1,5
('move_r0_p4'  'make_treatment_r0_b0_p1'),1,2
('make_treatment_r0_b0_p1'  'move_r0_p4'),2,2
('load_r0_b0_p1'  'move_r0_p4'  'make_treatment_r0_b0_p1'),1,3
('move_r0_p4'  'make_treatment_r0_b0_p1'  'move_r0_p4'),1,3
('make_treatment_r0_b0_p1'  'move_r0_p4'  'make_treatment_r0_b0_p4'),2,3
('load_r0_b0_p1'  'load_r0_b0_p1'  'move_r0_p4'  'make_treatment_r0_b0_p1'),1,4
('load_r0_b0_p1'  'move_r0_p4'  'make_treatment_r0_b0_p1'  'move_r0_p4'),1,4
('move_r0_p4'  'make_treatment_r0_b0_p1'  'move_r0_p4'  'make_treatment_r0_b0_p4'),1,4
('make_treatment_r0_b0_p1'  'move_r0_p4'  'make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p4'),2,4
('make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p1'  'load_r0_b0_p1'  'load_r0_b0_p1'  'move_r0_p4'),2,5
('make_treatment_r0_b0_p1'  'load_r0_b0_p1'  'load_r0_b0_p1'  'move_r0_p4'  'make_treatment_r0_b0_p1'),1,5
('load_r0_b0_p1'  'load_r0_b0_p1'  'move_r0_p4'  'make_treatment_r0_b0_p1'  'move_r0_p4'),1,5
('load_r0_b0_p1'  'move_r0_p4'  'make_treatment_r0_b0_p1'  'move_r0_p4'  'make_treatment_r0_b0_p4'),1,5
('move_r0_p4'  'make_treatment_r0_b0_p1'  'move_r0_p4'  'make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p4'),1,5
('make_treatment_r0_b0_p1'  'move_r0_p4'  'make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p4'  'load_r0_b0_p4'),2,5
('make_treatment_r0_b0_p4'  'move_r0_p5'),3,2
('move_r0_p4'  'load_r0_b0_p1'  'make_treatment_r0_b0_p1'),1,3
('load_r0_b0_p1'  'make_treatment_r0_b0_p1'  'move_r0_p4'),1,3
('load_r0_b0_p4'  'make_treatment_r0_b0_p4'  'move_r0_p5'),3,3
('make_treatment_r0_b0_p4'  'move_r0_p5'  'move_r0_p5'),2,3
('load_r0_b0_p1'  'move_r0_p4'  'load_r0_b0_p1'  'make_treatment_r0_b0_p1'),1,4
('move_r0_p4'  'load_r0_b0_p1'  'make_treatment_r0_b0_p1'  'move_r0_p4'),1,4
('load_r0_b0_p1'  'make_treatment_r0_b0_p1'  'move_r0_p4'  'make_treatment_r0_b0_p4'),1,4
('load_r0_b0_p4'  'load_r0_b0_p4'  'make_treatment_r0_b0_p4'  'move_r0_p5'),2,4
('load_r0_b0_p4'  'make_treatment_r0_b0_p4'  'move_r0_p5'  'move_r0_p5'),2,4
('make_treatment_r0_b0_p4'  'move_r0_p5'  'move_r0_p5'  'make_treatment_r0_b0_p5'),2,4
('make_treatment_r0_b0_p1'  'load_r0_b0_p1'  'move_r0_p4'  'load_r0_b0_p1'  'make_treatment_r0_b0_p1'),1,5
('load_r0_b0_p1'  'move_r0_p4'  'load_r0_b0_p1'  'make_treatment_r0_b0_p1'  'move_r0_p4'),1,5
('move_r0_p4'  'load_r0_b0_p1'  'make_treatment_r0_b0_p1'  'move_r0_p4'  'make_treatment_r0_b0_p4'),1,5
('load_r0_b0_p1'  'make_treatment_r0_b0_p1'  'move_r0_p4'  'make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p4'),1,5
('make_treatment_r0_b0_p4'  'load_r0_b0_p4'  'load_r0_b0_p4'  'make_treatment_r0_b0_p4'  'move_r0_p5'),2,5
('load_r0_b0_p4'  'load_r0_b0_p4'  'make_treatment_r0_b0_p4'  'move_r0_p5'  'move_r0_p5'),2,5
('load_r0_b0_p4'  'make_treatment_r0_b0_p4'  'move_r0_p5'  'move_r0_p5'  'make_treatment_r0_b0_p5'),2,5
('make_treatment_r0_b0_p4'  'move_r0_p5'  'move_r0_p5'  'make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p5'),2,5
('move_r0_p5'  'load_r0_b0_p1'),1,2
('make_treatment_r0_b0_p1'  'load_r0_b0_p1'  'move_r0_p5'),1,3
('load_r0_b0_p1'  'move_r0_p5'  'load_r0_b0_p1'),1,3
('move_r0_p5'  'load_r0_b0_p1'  'move_r0_p5'),1,3
('load_r0_b0_p1'  'move_r0_p5'  'make_treatment_r0_b0_p5'),1,3
('make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p1'  'load_r0_b0_p1'  'move_r0_p5'),1,4
('make_treatment_r0_b0_p1'  'load_r0_b0_p1'  'move_r0_p5'  'load_r0_b0_p1'),1,4
('load_r0_b0_p1'  'move_r0_p5'  'load_r0_b0_p1'  'move_r0_p5'),1,4
('move_r0_p5'  'load_r0_b0_p1'  'move_r0_p5'  'make_treatment_r0_b0_p5'),1,4
('load_r0_b0_p1'  'move_r0_p5'  'make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p1'),1,4
('make_treatment_r0_b0_p1'  'make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p1'  'load_r0_b0_p1'  'move_r0_p5'),1,5
('make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p1'  'load_r0_b0_p1'  'move_r0_p5'  'load_r0_b0_p1'),1,5
('make_treatment_r0_b0_p1'  'load_r0_b0_p1'  'move_r0_p5'  'load_r0_b0_p1'  'move_r0_p5'),1,5
('load_r0_b0_p1'  'move_r0_p5'  'load_r0_b0_p1'  'move_r0_p5'  'make_treatment_r0_b0_p5'),1,5
('move_r0_p5'  'load_r0_b0_p1'  'move_r0_p5'  'make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p1'),1,5
('load_r0_b0_p1'  'move_r0_p5'  'make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p1'  'make_treatment_r0_b0_p5'),1,5
('make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p1'  'load_r0_b0_p1'  'load_r0_b0_p1'  'move_r0_p5'),1,5
('move_r0_p3'  'make_treatment_r0_b0_p2'),2,2
('load_r0_b0_p2'  'load_r0_b0_p2'  'move_r0_p3'),8,3
('load_r0_b0_p2'  'move_r0_p3'  'make_treatment_r0_b0_p2'),1,3
('move_r0_p3'  'make_treatment_r0_b0_p2'  'move_r0_p3'),1,3
('make_treatment_r0_b0_p2'  'load_r0_b0_p2'  'load_r0_b0_p2'  'move_r0_p3'),8,4
('load_r0_b0_p2'  'load_r0_b0_p2'  'move_r0_p3'  'make_treatment_r0_b0_p2'),1,4
('load_r0_b0_p2'  'move_r0_p3'  'make_treatment_r0_b0_p2'  'move_r0_p3'),1,4
('move_r0_p3'  'make_treatment_r0_b0_p2'  'move_r0_p3'  'make_treatment_r0_b0_p3'),1,4
('make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p2'  'load_r0_b0_p2'  'load_r0_b0_p2'  'move_r0_p3'),6,5
('make_treatment_r0_b0_p2'  'load_r0_b0_p2'  'load_r0_b0_p2'  'move_r0_p3'  'make_treatment_r0_b0_p2'),1,5
('load_r0_b0_p2'  'load_r0_b0_p2'  'move_r0_p3'  'make_treatment_r0_b0_p2'  'move_r0_p3'),1,5
('load_r0_b0_p2'  'move_r0_p3'  'make_treatment_r0_b0_p2'  'move_r0_p3'  'make_treatment_r0_b0_p3'),1,5
('move_r0_p3'  'make_treatment_r0_b0_p2'  'move_r0_p3'  'make_treatment_r0_b0_p3'  'make_treatment_r0_b0_p3'),1,5
('make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p3'),11,2
('load_r0_b0_p2'  'move_r0_p3'  'move_r0_p3'),7,3
('move_r0_p3'  'move_r0_p3'  'make_treatment_r0_b0_p2'),1,3
('move_r0_p3'  'make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p3'),1,3
('make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p3'  'make_treatment_r0_b0_p3'),1,3
('load_r0_b0_p2'  'load_r0_b0_p2'  'move_r0_p3'  'move_r0_p3'),7,4
('load_r0_b0_p2'  'move_r0_p3'  'move_r0_p3'  'make_treatment_r0_b0_p2'),1,4
('move_r0_p3'  'move_r0_p3'  'make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p3'),1,4
('move_r0_p3'  'make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p3'  'make_treatment_r0_b0_p3'),1,4
('make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p3'  'make_treatment_r0_b0_p3'  'load_r0_b0_p3'),1,4
('make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p2'  'load_r0_b0_p2'  'load_r0_b0_p2'  'move_r0_p3'),1,5
('make_treatment_r0_b0_p2'  'load_r0_b0_p2'  'load_r0_b0_p2'  'move_r0_p3'  'move_r0_p3'),7,5
('load_r0_b0_p2'  'load_r0_b0_p2'  'move_r0_p3'  'move_r0_p3'  'make_treatment_r0_b0_p2'),1,5
('load_r0_b0_p2'  'move_r0_p3'  'move_r0_p3'  'make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p3'),1,5
('move_r0_p3'  'move_r0_p3'  'make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p3'  'make_treatment_r0_b0_p3'),1,5
('move_r0_p3'  'make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p3'  'make_treatment_r0_b0_p3'  'load_r0_b0_p3'),1,5
('make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p3'  'make_treatment_r0_b0_p3'  'load_r0_b0_p3'  'load_r0_b0_p3'),1,5
('make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p3'  'load_r0_b0_p3'  'load_r0_b0_p3'  'move_r0_p2'),2,5
('make_treatment_r0_b0_p3'  'make_treatment_r0_b0_p2'),10,2
('load_r0_b0_p3'  'move_r0_p2'  'move_r0_p2'),3,3
('move_r0_p2'  'make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p3'),4,3
('make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p3'  'make_treatment_r0_b0_p2'),4,3
('make_treatment_r0_b0_p3'  'make_treatment_r0_b0_p2'  'load_r0_b0_p2'),4,3
('load_r0_b0_p3'  'load_r0_b0_p3'  'move_r0_p2'  'move_r0_p2'),3,4
('load_r0_b0_p3'  'move_r0_p2'  'move_r0_p2'  'make_treatment_r0_b0_p2'),3,4
('move_r0_p2'  'move_r0_p2'  'make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p3'),3,4
('move_r0_p2'  'make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p3'  'make_treatment_r0_b0_p2'),4,4
('make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p3'  'make_treatment_r0_b0_p2'  'load_r0_b0_p2'),4,4
('make_treatment_r0_b0_p3'  'make_treatment_r0_b0_p2'  'load_r0_b0_p2'  'load_r0_b0_p2'),4,4
('make_treatment_r0_b0_p3'  'load_r0_b0_p3'  'load_r0_b0_p3'  'move_r0_p2'  'move_r0_p2'),3,5
('load_r0_b0_p3'  'load_r0_b0_p3'  'move_r0_p2'  'move_r0_p2'  'make_treatment_r0_b0_p2'),3,5
('load_r0_b0_p3'  'move_r0_p2'  'move_r0_p2'  'make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p3'),3,5
('move_r0_p2'  'move_r0_p2'  'make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p3'  'make_treatment_r0_b0_p2'),3,5
('move_r0_p2'  'make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p3'  'make_treatment_r0_b0_p2'  'load_r0_b0_p2'),4,5
('make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p3'  'make_treatment_r0_b0_p2'  'load_r0_b0_p2'  'load_r0_b0_p2'),4,5
('make_treatment_r0_b0_p3'  'make_treatment_r0_b0_p2'  'load_r0_b0_p2'  'load_r0_b0_p2'  'make_treatment_r0_b0_p2'),4,5
('move_r0_p2'  'make_treatment_r0_b0_p5'),2,2
('load_r0_b0_p5'  'move_r0_p2'  'make_treatment_r0_b0_p5'),2,3
('move_r0_p2'  'make_treatment_r0_b0_p5'  'move_r0_p2'),2,3
('load_r0_b0_p5'  'load_r0_b0_p5'  'move_r0_p2'  'make_treatment_r0_b0_p5'),2,4
('load_r0_b0_p5'  'move_r0_p2'  'make_treatment_r0_b0_p5'  'move_r0_p2'),2,4
('move_r0_p2'  'make_treatment_r0_b0_p5'  'move_r0_p2'  'make_treatment_r0_b0_p2'),2,4
('make_treatment_r0_b0_p3'  'make_treatment_r0_b0_p5'  'load_r0_b0_p5'  'load_r0_b0_p5'  'move_r0_p2'),2,5
('make_treatment_r0_b0_p5'  'load_r0_b0_p5'  'load_r0_b0_p5'  'move_r0_p2'  'make_treatment_r0_b0_p5'),2,5
('load_r0_b0_p5'  'load_r0_b0_p5'  'move_r0_p2'  'make_treatment_r0_b0_p5'  'move_r0_p2'),2,5
('load_r0_b0_p5'  'move_r0_p2'  'make_treatment_r0_b0_p5'  'move_r0_p2'  'make_treatment_r0_b0_p2'),2,5
('move_r0_p2'  'make_treatment_r0_b0_p5'  'move_r0_p2'  'make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p2'),2,5
('make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p2'  'load_r0_b0_p2'  'load_r0_b0_p2'  'make_treatment_r0_b0_p2'),2,5
('make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p2'  'load_r0_b0_p2'  'load_r0_b0_p2'  'move_r0_p5'),3,5
('load_r0_b0_p4'  'make_treatment_r0_b0_p4'  'move_r0_p2'),1,3
('make_treatment_r0_b0_p4'  'move_r0_p2'  'move_r0_p2'),1,3
('load_r0_b0_p4'  'load_r0_b0_p4'  'make_treatment_r0_b0_p4'  'move_r0_p2'),1,4
('load_r0_b0_p4'  'make_treatment_r0_b0_p4'  'move_r0_p2'  'move_r0_p2'),1,4
('make_treatment_r0_b0_p4'  'move_r0_p2'  'move_r0_p2'  'make_treatment_r0_b0_p2'),1,4
('make_treatment_r0_b0_p4'  'load_r0_b0_p4'  'load_r0_b0_p4'  'make_treatment_r0_b0_p4'  'move_r0_p2'),1,5
('load_r0_b0_p4'  'load_r0_b0_p4'  'make_treatment_r0_b0_p4'  'move_r0_p2'  'move_r0_p2'),1,5
('load_r0_b0_p4'  'make_treatment_r0_b0_p4'  'move_r0_p2'  'move_r0_p2'  'make_treatment_r0_b0_p2'),1,5
('make_treatment_r0_b0_p4'  'move_r0_p2'  'move_r0_p2'  'make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p2'),1,5
('make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p2'  'load_r0_b0_p2'  'load_r0_b0_p2'  'move_r0_p5'),5,5
('move_r0_p5'  'make_treatment_r0_b0_p3'),3,2
('load_r0_b0_p5'  'move_r0_p4'),4,2
('move_r0_p4'  'load_r0_b0_p5'),1,2
('move_r0_p5'  'move_r0_p5'  'make_treatment_r0_b0_p3'),1,3
('move_r0_p5'  'make_treatment_r0_b0_p3'  'make_treatment_r0_b0_p5'),1,3
('make_treatment_r0_b0_p3'  'make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p5'),1,3
('make_treatment_r0_b0_p5'  'load_r0_b0_p5'  'move_r0_p4'),1,3
('load_r0_b0_p5'  'move_r0_p4'  'load_r0_b0_p5'),1,3
('move_r0_p4'  'load_r0_b0_p5'  'move_r0_p4'),1,3
('load_r0_b0_p5'  'move_r0_p4'  'make_treatment_r0_b0_p4'),1,3
('move_r0_p4'  'make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p5'),2,3
('make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p4'),1,3
('make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p4'  'load_r0_b0_p4'),1,3
('load_r0_b0_p3'  'move_r0_p5'  'move_r0_p5'  'make_treatment_r0_b0_p3'),1,4
('move_r0_p5'  'move_r0_p5'  'make_treatment_r0_b0_p3'  'make_treatment_r0_b0_p5'),1,4
('move_r0_p5'  'make_treatment_r0_b0_p3'  'make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p5'),1,4
('make_treatment_r0_b0_p3'  'make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p5'  'load_r0_b0_p5'),1,4
('make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p5'  'load_r0_b0_p5'  'move_r0_p4'),1,4
('make_treatment_r0_b0_p5'  'load_r0_b0_p5'  'move_r0_p4'  'load_r0_b0_p5'),1,4
('load_r0_b0_p5'  'move_r0_p4'  'load_r0_b0_p5'  'move_r0_p4'),1,4
('move_r0_p4'  'load_r0_b0_p5'  'move_r0_p4'  'make_treatment_r0_b0_p4'),1,4
('load_r0_b0_p5'  'move_r0_p4'  'make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p5'),1,4
('move_r0_p4'  'make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p4'),1,4
('make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p4'  'load_r0_b0_p4'),1,4
('make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p4'  'load_r0_b0_p4'  'load_r0_b0_p4'),1,4
('load_r0_b0_p3'  'load_r0_b0_p3'  'move_r0_p5'  'move_r0_p5'  'make_treatment_r0_b0_p3'),1,5
('load_r0_b0_p3'  'move_r0_p5'  'move_r0_p5'  'make_treatment_r0_b0_p3'  'make_treatment_r0_b0_p5'),1,5
('move_r0_p5'  'move_r0_p5'  'make_treatment_r0_b0_p3'  'make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p5'),1,5
('move_r0_p5'  'make_treatment_r0_b0_p3'  'make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p5'  'load_r0_b0_p5'),1,5
('make_treatment_r0_b0_p3'  'make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p5'  'load_r0_b0_p5'  'move_r0_p4'),1,5
('make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p5'  'load_r0_b0_p5'  'move_r0_p4'  'load_r0_b0_p5'),1,5
('make_treatment_r0_b0_p5'  'load_r0_b0_p5'  'move_r0_p4'  'load_r0_b0_p5'  'move_r0_p4'),1,5
('load_r0_b0_p5'  'move_r0_p4'  'load_r0_b0_p5'  'move_r0_p4'  'make_treatment_r0_b0_p4'),1,5
('move_r0_p4'  'load_r0_b0_p5'  'move_r0_p4'  'make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p5'),1,5
('load_r0_b0_p5'  'move_r0_p4'  'make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p4'),1,5
('move_r0_p4'  'make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p4'  'load_r0_b0_p4'),1,5
('make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p4'  'load_r0_b0_p4'  'load_r0_b0_p4'),1,5
('make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p4'  'load_r0_b0_p4'  'load_r0_b0_p4'  'make_treatment_r0_b0_p4'),1,5
('move_r0_p5'  'load_r0_b0_p4'  'make_treatment_r0_b0_p4'),1,3
('make_treatment_r0_b0_p4'  'move_r0_p5'  'make_treatment_r0_b0_p5'),1,3
('move_r0_p3'  'make_treatment_r0_b0_p3'  'make_treatment_r0_b0_p5'),4,3
('make_treatment_r0_b0_p3'  'make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p3'),4,3
('make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p3'  'load_r0_b0_p3'),4,3
