macros,positive frequency,length
('load_r0_b0_p3'  'move_r0_p2'  'make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p3'),9,4
('make_treatment_r0_b0_p3'  'load_r0_b0_p3'  'move_r0_p2'  'load_r0_b0_p3'  'move_r0_p2'),9,5
('load_r0_b0_p3'  'move_r0_p2'  'load_r0_b0_p3'  'move_r0_p2'  'make_treatment_r0_b0_p2'),9,5
('move_r0_p2'  'load_r0_b0_p3'  'move_r0_p2'  'make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p3'),9,5
('load_r0_b0_p3'  'move_r0_p2'  'make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p3'  'make_treatment_r0_b0_p2'),9,5
('make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p4'  'load_r0_b0_p4'  'load_r0_b0_p4'  'move_r0_p0'),2,5
('make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p4'  'load_r0_b0_p4'  'move_r0_p0'),2,4
('make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p4'  'load_r0_b0_p4'  'move_r0_p0'),2,5
('make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p4'  'load_r0_b0_p4'  'move_r0_p0'  'load_r0_b0_p4'),2,5
('make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p0'  'load_r0_b0_p0'  'load_r0_b0_p0'  'move_r0_p2'),2,5
('move_r0_p2'  'make_treatment_r0_b0_p0'),1,2
('make_treatment_r0_b0_p0'  'move_r0_p2'),1,2
('load_r0_b0_p0'  'move_r0_p2'  'make_treatment_r0_b0_p0'),1,3
('move_r0_p2'  'make_treatment_r0_b0_p0'  'move_r0_p2'),1,3
('make_treatment_r0_b0_p0'  'move_r0_p2'  'make_treatment_r0_b0_p2'),1,3
('load_r0_b0_p0'  'load_r0_b0_p0'  'move_r0_p2'  'make_treatment_r0_b0_p0'),1,4
('load_r0_b0_p0'  'move_r0_p2'  'make_treatment_r0_b0_p0'  'move_r0_p2'),1,4
('move_r0_p2'  'make_treatment_r0_b0_p0'  'move_r0_p2'  'make_treatment_r0_b0_p2'),1,4
('make_treatment_r0_b0_p0'  'move_r0_p2'  'make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p2'),1,4
('make_treatment_r0_b0_p0'  'load_r0_b0_p0'  'load_r0_b0_p0'  'move_r0_p2'  'make_treatment_r0_b0_p0'),1,5
('load_r0_b0_p0'  'load_r0_b0_p0'  'move_r0_p2'  'make_treatment_r0_b0_p0'  'move_r0_p2'),1,5
('load_r0_b0_p0'  'move_r0_p2'  'make_treatment_r0_b0_p0'  'move_r0_p2'  'make_treatment_r0_b0_p2'),1,5
('move_r0_p2'  'make_treatment_r0_b0_p0'  'move_r0_p2'  'make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p2'),1,5
('make_treatment_r0_b0_p0'  'move_r0_p2'  'make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p2'  'load_r0_b0_p2'),1,5
('load_r0_b0_p4'  'move_r0_p3'),6,2
('move_r0_p3'  'load_r0_b0_p4'),2,2
('make_treatment_r0_b0_p4'  'move_r0_p3'),1,2
('move_r0_p0'  'make_treatment_r0_b0_p3'),3,2
('make_treatment_r0_b0_p3'  'move_r0_p0'),3,2
('make_treatment_r0_b0_p4'  'load_r0_b0_p4'  'move_r0_p3'),2,3
('load_r0_b0_p4'  'move_r0_p3'  'load_r0_b0_p4'),2,3
('move_r0_p3'  'load_r0_b0_p4'  'make_treatment_r0_b0_p4'),1,3
('load_r0_b0_p4'  'make_treatment_r0_b0_p4'  'move_r0_p3'),1,3
('make_treatment_r0_b0_p4'  'move_r0_p3'  'make_treatment_r0_b0_p3'),1,3
('load_r0_b0_p3'  'move_r0_p0'  'make_treatment_r0_b0_p3'),2,3
('move_r0_p0'  'make_treatment_r0_b0_p3'  'move_r0_p0'),2,3
('make_treatment_r0_b0_p3'  'move_r0_p0'  'make_treatment_r0_b0_p0'),2,3
('make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p4'  'load_r0_b0_p4'  'move_r0_p3'),2,4
('make_treatment_r0_b0_p4'  'load_r0_b0_p4'  'move_r0_p3'  'load_r0_b0_p4'),2,4
('load_r0_b0_p4'  'move_r0_p3'  'load_r0_b0_p4'  'make_treatment_r0_b0_p4'),1,4
('move_r0_p3'  'load_r0_b0_p4'  'make_treatment_r0_b0_p4'  'move_r0_p3'),1,4
('load_r0_b0_p4'  'make_treatment_r0_b0_p4'  'move_r0_p3'  'make_treatment_r0_b0_p3'),1,4
('make_treatment_r0_b0_p4'  'move_r0_p3'  'make_treatment_r0_b0_p3'  'make_treatment_r0_b0_p3'),1,4
('load_r0_b0_p3'  'load_r0_b0_p3'  'move_r0_p0'  'make_treatment_r0_b0_p3'),2,4
('load_r0_b0_p3'  'move_r0_p0'  'make_treatment_r0_b0_p3'  'move_r0_p0'),2,4
('move_r0_p0'  'make_treatment_r0_b0_p3'  'move_r0_p0'  'make_treatment_r0_b0_p0'),1,4
('make_treatment_r0_b0_p3'  'move_r0_p0'  'make_treatment_r0_b0_p0'  'make_treatment_r0_b0_p0'),2,4
('move_r0_p4'  'make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p4'  'load_r0_b0_p4'  'move_r0_p3'),2,5
('make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p4'  'load_r0_b0_p4'  'move_r0_p3'  'load_r0_b0_p4'),2,5
('make_treatment_r0_b0_p4'  'load_r0_b0_p4'  'move_r0_p3'  'load_r0_b0_p4'  'make_treatment_r0_b0_p4'),1,5
('load_r0_b0_p4'  'move_r0_p3'  'load_r0_b0_p4'  'make_treatment_r0_b0_p4'  'move_r0_p3'),1,5
('move_r0_p3'  'load_r0_b0_p4'  'make_treatment_r0_b0_p4'  'move_r0_p3'  'make_treatment_r0_b0_p3'),1,5
('load_r0_b0_p4'  'make_treatment_r0_b0_p4'  'move_r0_p3'  'make_treatment_r0_b0_p3'  'make_treatment_r0_b0_p3'),1,5
('make_treatment_r0_b0_p4'  'move_r0_p3'  'make_treatment_r0_b0_p3'  'make_treatment_r0_b0_p3'  'load_r0_b0_p3'),1,5
('make_treatment_r0_b0_p3'  'load_r0_b0_p3'  'load_r0_b0_p3'  'move_r0_p0'  'make_treatment_r0_b0_p3'),2,5
('load_r0_b0_p3'  'load_r0_b0_p3'  'move_r0_p0'  'make_treatment_r0_b0_p3'  'move_r0_p0'),2,5
('load_r0_b0_p3'  'move_r0_p0'  'make_treatment_r0_b0_p3'  'move_r0_p0'  'make_treatment_r0_b0_p0'),1,5
('move_r0_p0'  'make_treatment_r0_b0_p3'  'move_r0_p0'  'make_treatment_r0_b0_p0'  'make_treatment_r0_b0_p0'),1,5
('make_treatment_r0_b0_p3'  'move_r0_p0'  'make_treatment_r0_b0_p0'  'make_treatment_r0_b0_p0'  'load_r0_b0_p0'),2,5
('make_treatment_r0_b0_p4'  'move_r0_p0'),1,2
('load_r0_b0_p4'  'make_treatment_r0_b0_p4'  'move_r0_p0'),1,3
('make_treatment_r0_b0_p4'  'move_r0_p0'  'move_r0_p0'),1,3
('load_r0_b0_p4'  'load_r0_b0_p4'  'make_treatment_r0_b0_p4'  'move_r0_p0'),1,4
('load_r0_b0_p4'  'make_treatment_r0_b0_p4'  'move_r0_p0'  'move_r0_p0'),1,4
('make_treatment_r0_b0_p4'  'move_r0_p0'  'move_r0_p0'  'make_treatment_r0_b0_p0'),1,4
('make_treatment_r0_b0_p4'  'load_r0_b0_p4'  'load_r0_b0_p4'  'make_treatment_r0_b0_p4'  'move_r0_p0'),1,5
('load_r0_b0_p4'  'load_r0_b0_p4'  'make_treatment_r0_b0_p4'  'move_r0_p0'  'move_r0_p0'),1,5
('load_r0_b0_p4'  'make_treatment_r0_b0_p4'  'move_r0_p0'  'move_r0_p0'  'make_treatment_r0_b0_p0'),1,5
('make_treatment_r0_b0_p4'  'move_r0_p0'  'move_r0_p0'  'make_treatment_r0_b0_p0'  'make_treatment_r0_b0_p0'),1,5
('make_treatment_r0_b0_p3'  'make_treatment_r0_b0_p0'  'load_r0_b0_p0'  'load_r0_b0_p0'  'move_r0_p4'),1,5
('make_treatment_r0_b0_p3'  'make_treatment_r0_b0_p4'  'load_r0_b0_p4'  'load_r0_b0_p4'  'move_r0_p0'),1,5
('move_r0_p5'  'load_r0_b0_p3'),1,2
('make_treatment_r0_b0_p3'  'load_r0_b0_p3'  'move_r0_p5'),1,3
('load_r0_b0_p3'  'move_r0_p5'  'load_r0_b0_p3'),1,3
('move_r0_p5'  'load_r0_b0_p3'  'move_r0_p5'),1,3
('load_r0_b0_p3'  'move_r0_p5'  'make_treatment_r0_b0_p5'),1,3
('make_treatment_r0_b0_p3'  'make_treatment_r0_b0_p3'  'load_r0_b0_p3'  'move_r0_p5'),1,4
('make_treatment_r0_b0_p3'  'load_r0_b0_p3'  'move_r0_p5'  'load_r0_b0_p3'),1,4
('load_r0_b0_p3'  'move_r0_p5'  'load_r0_b0_p3'  'move_r0_p5'),1,4
('move_r0_p5'  'load_r0_b0_p3'  'move_r0_p5'  'make_treatment_r0_b0_p5'),1,4
('load_r0_b0_p3'  'move_r0_p5'  'make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p3'),1,4
('move_r0_p3'  'make_treatment_r0_b0_p3'  'make_treatment_r0_b0_p3'  'load_r0_b0_p3'  'move_r0_p5'),1,5
('make_treatment_r0_b0_p3'  'make_treatment_r0_b0_p3'  'load_r0_b0_p3'  'move_r0_p5'  'load_r0_b0_p3'),1,5
('make_treatment_r0_b0_p3'  'load_r0_b0_p3'  'move_r0_p5'  'load_r0_b0_p3'  'move_r0_p5'),1,5
('load_r0_b0_p3'  'move_r0_p5'  'load_r0_b0_p3'  'move_r0_p5'  'make_treatment_r0_b0_p5'),1,5
('move_r0_p5'  'load_r0_b0_p3'  'move_r0_p5'  'make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p3'),1,5
('load_r0_b0_p3'  'move_r0_p5'  'make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p3'  'make_treatment_r0_b0_p5'),1,5
('make_treatment_r0_b0_p3'  'make_treatment_r0_b0_p5'  'load_r0_b0_p5'  'load_r0_b0_p5'  'move_r0_p0'),1,5
('make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p3'  'load_r0_b0_p3'  'load_r0_b0_p3'  'move_r0_p0'),1,5
('load_r0_b0_p0'  'move_r0_p5'),6,2
('load_r0_b0_p0'  'load_r0_b0_p0'  'move_r0_p5'),1,3
('load_r0_b0_p0'  'move_r0_p5'  'move_r0_p5'),1,3
('move_r0_p5'  'make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p0'),3,3
('make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p0'  'make_treatment_r0_b0_p5'),3,3
('make_treatment_r0_b0_p0'  'make_treatment_r0_b0_p5'  'load_r0_b0_p5'),3,3
('make_treatment_r0_b0_p0'  'load_r0_b0_p0'  'load_r0_b0_p0'  'move_r0_p5'),1,4
('load_r0_b0_p0'  'load_r0_b0_p0'  'move_r0_p5'  'move_r0_p5'),1,4
('load_r0_b0_p0'  'move_r0_p5'  'move_r0_p5'  'make_treatment_r0_b0_p5'),1,4
('move_r0_p5'  'move_r0_p5'  'make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p0'),1,4
('move_r0_p5'  'make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p0'  'make_treatment_r0_b0_p5'),3,4
('make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p0'  'make_treatment_r0_b0_p5'  'load_r0_b0_p5'),3,4
('make_treatment_r0_b0_p0'  'make_treatment_r0_b0_p5'  'load_r0_b0_p5'  'load_r0_b0_p5'),3,4
('make_treatment_r0_b0_p3'  'make_treatment_r0_b0_p0'  'load_r0_b0_p0'  'load_r0_b0_p0'  'move_r0_p5'),1,5
('make_treatment_r0_b0_p0'  'load_r0_b0_p0'  'load_r0_b0_p0'  'move_r0_p5'  'move_r0_p5'),1,5
('load_r0_b0_p0'  'load_r0_b0_p0'  'move_r0_p5'  'move_r0_p5'  'make_treatment_r0_b0_p5'),1,5
('load_r0_b0_p0'  'move_r0_p5'  'move_r0_p5'  'make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p0'),1,5
('move_r0_p5'  'move_r0_p5'  'make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p0'  'make_treatment_r0_b0_p5'),1,5
('move_r0_p5'  'make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p0'  'make_treatment_r0_b0_p5'  'load_r0_b0_p5'),3,5
('make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p0'  'make_treatment_r0_b0_p5'  'load_r0_b0_p5'  'load_r0_b0_p5'),3,5
('make_treatment_r0_b0_p0'  'make_treatment_r0_b0_p5'  'load_r0_b0_p5'  'load_r0_b0_p5'  'make_treatment_r0_b0_p5'),2,5
('move_r0_p5'  'load_r0_b0_p0'),3,2
('make_treatment_r0_b0_p0'  'load_r0_b0_p0'  'move_r0_p5'),3,3
('load_r0_b0_p0'  'move_r0_p5'  'load_r0_b0_p0'),3,3
('move_r0_p5'  'load_r0_b0_p0'  'move_r0_p5'),2,3
('load_r0_b0_p0'  'move_r0_p5'  'make_treatment_r0_b0_p5'),2,3
('make_treatment_r0_b0_p0'  'make_treatment_r0_b0_p0'  'load_r0_b0_p0'  'move_r0_p5'),1,4
('make_treatment_r0_b0_p0'  'load_r0_b0_p0'  'move_r0_p5'  'load_r0_b0_p0'),3,4
('load_r0_b0_p0'  'move_r0_p5'  'load_r0_b0_p0'  'move_r0_p5'),2,4
('move_r0_p5'  'load_r0_b0_p0'  'move_r0_p5'  'make_treatment_r0_b0_p5'),2,4
('load_r0_b0_p0'  'move_r0_p5'  'make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p0'),2,4
('move_r0_p0'  'make_treatment_r0_b0_p0'  'make_treatment_r0_b0_p0'  'load_r0_b0_p0'  'move_r0_p5'),1,5
('make_treatment_r0_b0_p0'  'make_treatment_r0_b0_p0'  'load_r0_b0_p0'  'move_r0_p5'  'load_r0_b0_p0'),1,5
('make_treatment_r0_b0_p0'  'load_r0_b0_p0'  'move_r0_p5'  'load_r0_b0_p0'  'move_r0_p5'),2,5
('load_r0_b0_p0'  'move_r0_p5'  'load_r0_b0_p0'  'move_r0_p5'  'make_treatment_r0_b0_p5'),2,5
('move_r0_p5'  'load_r0_b0_p0'  'move_r0_p5'  'make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p0'),2,5
('load_r0_b0_p0'  'move_r0_p5'  'make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p0'  'make_treatment_r0_b0_p5'),2,5
('make_treatment_r0_b0_p0'  'make_treatment_r0_b0_p5'  'load_r0_b0_p5'  'load_r0_b0_p5'  'move_r0_p3'),1,5
('move_r0_p4'  'make_treatment_r0_b0_p5'),1,2
('load_r0_b0_p5'  'load_r0_b0_p5'  'move_r0_p4'),8,3
('load_r0_b0_p5'  'move_r0_p4'  'make_treatment_r0_b0_p5'),1,3
('move_r0_p4'  'make_treatment_r0_b0_p5'  'move_r0_p4'),1,3
('make_treatment_r0_b0_p5'  'load_r0_b0_p5'  'load_r0_b0_p5'  'move_r0_p4'),8,4
('load_r0_b0_p5'  'load_r0_b0_p5'  'move_r0_p4'  'make_treatment_r0_b0_p5'),1,4
('load_r0_b0_p5'  'move_r0_p4'  'make_treatment_r0_b0_p5'  'move_r0_p4'),1,4
('move_r0_p4'  'make_treatment_r0_b0_p5'  'move_r0_p4'  'make_treatment_r0_b0_p4'),1,4
('make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p5'  'load_r0_b0_p5'  'load_r0_b0_p5'  'move_r0_p4'),5,5
('make_treatment_r0_b0_p5'  'load_r0_b0_p5'  'load_r0_b0_p5'  'move_r0_p4'  'make_treatment_r0_b0_p5'),1,5
('load_r0_b0_p5'  'load_r0_b0_p5'  'move_r0_p4'  'make_treatment_r0_b0_p5'  'move_r0_p4'),1,5
('load_r0_b0_p5'  'move_r0_p4'  'make_treatment_r0_b0_p5'  'move_r0_p4'  'make_treatment_r0_b0_p4'),1,5
('move_r0_p4'  'make_treatment_r0_b0_p5'  'move_r0_p4'  'make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p4'),1,5
('make_treatment_r0_b0_p0'  'move_r0_p5'),3,2
('load_r0_b0_p0'  'make_treatment_r0_b0_p0'  'move_r0_p5'),2,3
('make_treatment_r0_b0_p0'  'move_r0_p5'  'move_r0_p5'),2,3
('load_r0_b0_p5'  'move_r0_p4'  'move_r0_p4'),7,3
('move_r0_p4'  'make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p5'),7,3
('make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p4'),7,3
('make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p4'  'load_r0_b0_p4'),7,3
('load_r0_b0_p0'  'load_r0_b0_p0'  'make_treatment_r0_b0_p0'  'move_r0_p5'),1,4
('load_r0_b0_p0'  'make_treatment_r0_b0_p0'  'move_r0_p5'  'move_r0_p5'),1,4
('make_treatment_r0_b0_p0'  'move_r0_p5'  'move_r0_p5'  'make_treatment_r0_b0_p5'),2,4
('load_r0_b0_p5'  'load_r0_b0_p5'  'move_r0_p4'  'move_r0_p4'),7,4
('load_r0_b0_p5'  'move_r0_p4'  'move_r0_p4'  'make_treatment_r0_b0_p4'),6,4
('move_r0_p4'  'move_r0_p4'  'make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p5'),6,4
('move_r0_p4'  'make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p4'),7,4
('make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p4'  'load_r0_b0_p4'),7,4
('make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p4'  'load_r0_b0_p4'  'load_r0_b0_p4'),7,4
('make_treatment_r0_b0_p0'  'load_r0_b0_p0'  'load_r0_b0_p0'  'make_treatment_r0_b0_p0'  'move_r0_p5'),1,5
('load_r0_b0_p0'  'load_r0_b0_p0'  'make_treatment_r0_b0_p0'  'move_r0_p5'  'move_r0_p5'),1,5
('load_r0_b0_p0'  'make_treatment_r0_b0_p0'  'move_r0_p5'  'move_r0_p5'  'make_treatment_r0_b0_p5'),1,5
('make_treatment_r0_b0_p0'  'move_r0_p5'  'move_r0_p5'  'make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p5'),2,5
('make_treatment_r0_b0_p5'  'load_r0_b0_p5'  'load_r0_b0_p5'  'move_r0_p4'  'move_r0_p4'),7,5
('load_r0_b0_p5'  'load_r0_b0_p5'  'move_r0_p4'  'move_r0_p4'  'make_treatment_r0_b0_p4'),6,5
('load_r0_b0_p5'  'move_r0_p4'  'move_r0_p4'  'make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p5'),6,5
('move_r0_p4'  'move_r0_p4'  'make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p4'),6,5
('move_r0_p4'  'make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p4'  'load_r0_b0_p4'),7,5
('make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p4'  'load_r0_b0_p4'  'load_r0_b0_p4'),7,5
('make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p4'  'load_r0_b0_p4'  'load_r0_b0_p4'  'make_treatment_r0_b0_p4'),5,5
('make_treatment_r1_b0_p5'  'move_r1_p4'),1,2
('load_r1_b0_p4'  'move_r1_p0'),1,2
('make_treatment_r1_b0_p0'  'make_treatment_r1_b0_p4'),1,2
('make_treatment_r1_b0_p4'  'make_treatment_r1_b0_p0'),1,2
('load_r1_b0_p5'  'make_treatment_r1_b0_p5'  'move_r1_p4'),1,3
('make_treatment_r1_b0_p5'  'move_r1_p4'  'move_r1_p4'),1,3
('load_r1_b0_p4'  'load_r1_b0_p4'  'move_r1_p0'),1,3
('load_r1_b0_p4'  'move_r1_p0'  'move_r1_p0'),1,3
('move_r1_p0'  'make_treatment_r1_b0_p0'  'make_treatment_r1_b0_p4'),1,3
('make_treatment_r1_b0_p0'  'make_treatment_r1_b0_p4'  'make_treatment_r1_b0_p0'),1,3
('make_treatment_r1_b0_p4'  'make_treatment_r1_b0_p0'  'load_r1_b0_p0'),1,3
('load_r1_b0_p5'  'load_r1_b0_p5'  'make_treatment_r1_b0_p5'  'move_r1_p4'),1,4
('load_r1_b0_p5'  'make_treatment_r1_b0_p5'  'move_r1_p4'  'move_r1_p4'),1,4
('make_treatment_r1_b0_p5'  'move_r1_p4'  'move_r1_p4'  'make_treatment_r1_b0_p4'),1,4
('make_treatment_r1_b0_p4'  'load_r1_b0_p4'  'load_r1_b0_p4'  'move_r1_p0'),1,4
('load_r1_b0_p4'  'load_r1_b0_p4'  'move_r1_p0'  'move_r1_p0'),1,4
('load_r1_b0_p4'  'move_r1_p0'  'move_r1_p0'  'make_treatment_r1_b0_p0'),1,4
('move_r1_p0'  'move_r1_p0'  'make_treatment_r1_b0_p0'  'make_treatment_r1_b0_p4'),1,4
('move_r1_p0'  'make_treatment_r1_b0_p0'  'make_treatment_r1_b0_p4'  'make_treatment_r1_b0_p0'),1,4
('make_treatment_r1_b0_p0'  'make_treatment_r1_b0_p4'  'make_treatment_r1_b0_p0'  'load_r1_b0_p0'),1,4
('make_treatment_r1_b0_p4'  'make_treatment_r1_b0_p0'  'load_r1_b0_p0'  'load_r1_b0_p0'),1,4
('make_treatment_r1_b0_p5'  'load_r1_b0_p5'  'load_r1_b0_p5'  'make_treatment_r1_b0_p5'  'move_r1_p4'),1,5
('load_r1_b0_p5'  'load_r1_b0_p5'  'make_treatment_r1_b0_p5'  'move_r1_p4'  'move_r1_p4'),1,5
('load_r1_b0_p5'  'make_treatment_r1_b0_p5'  'move_r1_p4'  'move_r1_p4'  'make_treatment_r1_b0_p4'),1,5
('make_treatment_r1_b0_p5'  'move_r1_p4'  'move_r1_p4'  'make_treatment_r1_b0_p4'  'make_treatment_r1_b0_p4'),1,5
('make_treatment_r1_b0_p4'  'make_treatment_r1_b0_p4'  'load_r1_b0_p4'  'load_r1_b0_p4'  'move_r1_p0'),1,5
('make_treatment_r1_b0_p4'  'load_r1_b0_p4'  'load_r1_b0_p4'  'move_r1_p0'  'move_r1_p0'),1,5
('load_r1_b0_p4'  'load_r1_b0_p4'  'move_r1_p0'  'move_r1_p0'  'make_treatment_r1_b0_p0'),1,5
('load_r1_b0_p4'  'move_r1_p0'  'move_r1_p0'  'make_treatment_r1_b0_p0'  'make_treatment_r1_b0_p4'),1,5
('move_r1_p0'  'move_r1_p0'  'make_treatment_r1_b0_p0'  'make_treatment_r1_b0_p4'  'make_treatment_r1_b0_p0'),1,5
('move_r1_p0'  'make_treatment_r1_b0_p0'  'make_treatment_r1_b0_p4'  'make_treatment_r1_b0_p0'  'load_r1_b0_p0'),1,5
('make_treatment_r1_b0_p0'  'make_treatment_r1_b0_p4'  'make_treatment_r1_b0_p0'  'load_r1_b0_p0'  'load_r1_b0_p0'),1,5
('make_treatment_r1_b0_p4'  'make_treatment_r1_b0_p0'  'load_r1_b0_p0'  'load_r1_b0_p0'  'make_treatment_r1_b0_p0'),1,5
('make_treatment_r0_b0_p0'  'make_treatment_r0_b0_p4'  'load_r0_b0_p4'  'load_r0_b0_p4'  'move_r0_p5'),1,5
('load_r0_b0_p1'  'load_r0_b0_p1'  'move_r0_p3'),2,3
('load_r0_b0_p1'  'move_r0_p3'  'move_r0_p3'),1,3
('make_treatment_r0_b0_p1'  'load_r0_b0_p1'  'load_r0_b0_p1'  'move_r0_p3'),2,4
('load_r0_b0_p1'  'load_r0_b0_p1'  'move_r0_p3'  'move_r0_p3'),1,4
('load_r0_b0_p1'  'move_r0_p3'  'move_r0_p3'  'make_treatment_r0_b0_p3'),1,4
('move_r0_p3'  'move_r0_p3'  'make_treatment_r0_b0_p3'  'make_treatment_r0_b0_p1'),1,4
('make_treatment_r0_b0_p1'  'make_treatment_r0_b0_p3'  'load_r0_b0_p3'  'move_r0_p2'),1,4
('make_treatment_r0_b0_p1'  'make_treatment_r0_b0_p1'  'load_r0_b0_p1'  'load_r0_b0_p1'  'move_r0_p3'),1,5
('make_treatment_r0_b0_p1'  'load_r0_b0_p1'  'load_r0_b0_p1'  'move_r0_p3'  'move_r0_p3'),1,5
('load_r0_b0_p1'  'load_r0_b0_p1'  'move_r0_p3'  'move_r0_p3'  'make_treatment_r0_b0_p3'),1,5
('load_r0_b0_p1'  'move_r0_p3'  'move_r0_p3'  'make_treatment_r0_b0_p3'  'make_treatment_r0_b0_p1'),1,5
('move_r0_p3'  'move_r0_p3'  'make_treatment_r0_b0_p3'  'make_treatment_r0_b0_p1'  'make_treatment_r0_b0_p3'),1,5
('make_treatment_r0_b0_p3'  'make_treatment_r0_b0_p1'  'make_treatment_r0_b0_p3'  'load_r0_b0_p3'  'move_r0_p2'),1,5
('make_treatment_r0_b0_p1'  'make_treatment_r0_b0_p3'  'load_r0_b0_p3'  'move_r0_p2'  'load_r0_b0_p3'),1,5
('load_r0_b0_p2'  'move_r0_p3'),8,2
('move_r0_p1'  'load_r0_b0_p3'),2,2
('load_r0_b0_p2'  'load_r0_b0_p2'  'move_r0_p3'),4,3
('load_r0_b0_p2'  'move_r0_p3'  'move_r0_p3'),4,3
('move_r0_p3'  'make_treatment_r0_b0_p3'  'make_treatment_r0_b0_p2'),6,3
('make_treatment_r0_b0_p3'  'make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p3'),6,3
('make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p3'  'load_r0_b0_p3'),6,3
('make_treatment_r0_b0_p3'  'load_r0_b0_p3'  'move_r0_p1'),2,3
('load_r0_b0_p3'  'move_r0_p1'  'load_r0_b0_p3'),2,3
('move_r0_p1'  'load_r0_b0_p3'  'move_r0_p1'),2,3
('load_r0_b0_p3'  'move_r0_p1'  'make_treatment_r0_b0_p1'),2,3
('make_treatment_r0_b0_p2'  'load_r0_b0_p2'  'load_r0_b0_p2'  'move_r0_p3'),4,4
('load_r0_b0_p2'  'load_r0_b0_p2'  'move_r0_p3'  'move_r0_p3'),4,4
('load_r0_b0_p2'  'move_r0_p3'  'move_r0_p3'  'make_treatment_r0_b0_p3'),4,4
('move_r0_p3'  'move_r0_p3'  'make_treatment_r0_b0_p3'  'make_treatment_r0_b0_p2'),4,4
('move_r0_p3'  'make_treatment_r0_b0_p3'  'make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p3'),6,4
('make_treatment_r0_b0_p3'  'make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p3'  'load_r0_b0_p3'),6,4
('make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p3'  'load_r0_b0_p3'  'move_r0_p1'),1,4
('make_treatment_r0_b0_p3'  'load_r0_b0_p3'  'move_r0_p1'  'load_r0_b0_p3'),2,4
('load_r0_b0_p3'  'move_r0_p1'  'load_r0_b0_p3'  'move_r0_p1'),2,4
('move_r0_p1'  'load_r0_b0_p3'  'move_r0_p1'  'make_treatment_r0_b0_p1'),2,4
('load_r0_b0_p3'  'move_r0_p1'  'make_treatment_r0_b0_p1'  'make_treatment_r0_b0_p3'),2,4
('make_treatment_r0_b0_p3'  'make_treatment_r0_b0_p1'  'load_r0_b0_p1'  'load_r0_b0_p1'),3,4
('make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p2'  'load_r0_b0_p2'  'load_r0_b0_p2'  'move_r0_p3'),3,5
