macros,positive frequency,length
('load_r0_b0_p5'  'load_r0_b0_p5'  'move_r0_p4'),9,3
('load_r0_b0_p5'  'move_r0_p4'  'move_r0_p4'),9,3
('move_r0_p4'  'move_r0_p4'  'make_treatment_r0_b0_p5'),1,3
('move_r0_p4'  'make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p4'),1,3
('make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p4'),1,3
('make_treatment_r0_b0_p5'  'load_r0_b0_p5'  'load_r0_b0_p5'  'move_r0_p4'),9,4
('load_r0_b0_p5'  'load_r0_b0_p5'  'move_r0_p4'  'move_r0_p4'),9,4
('load_r0_b0_p5'  'move_r0_p4'  'move_r0_p4'  'make_treatment_r0_b0_p5'),1,4
('move_r0_p4'  'move_r0_p4'  'make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p4'),1,4
('move_r0_p4'  'make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p4'),1,4
('make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p4'  'load_r0_b0_p4'),1,4
('make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p5'  'load_r0_b0_p5'  'load_r0_b0_p5'  'move_r0_p4'),4,5
('make_treatment_r0_b0_p5'  'load_r0_b0_p5'  'load_r0_b0_p5'  'move_r0_p4'  'move_r0_p4'),9,5
('load_r0_b0_p5'  'load_r0_b0_p5'  'move_r0_p4'  'move_r0_p4'  'make_treatment_r0_b0_p5'),1,5
('load_r0_b0_p5'  'move_r0_p4'  'move_r0_p4'  'make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p4'),1,5
('move_r0_p4'  'move_r0_p4'  'make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p4'),1,5
('move_r0_p4'  'make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p4'  'load_r0_b0_p4'),1,5
('make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p4'  'load_r0_b0_p4'  'load_r0_b0_p4'),1,5
('load_r1_b0_p4'  'move_r1_p5'),3,2
('make_treatment_r1_b0_p5'  'make_treatment_r1_b0_p4'),5,2
('make_treatment_r1_b0_p4'  'make_treatment_r1_b0_p5'),5,2
('load_r1_b0_p4'  'load_r1_b0_p4'  'move_r1_p5'),3,3
('load_r1_b0_p4'  'move_r1_p5'  'move_r1_p5'),3,3
('move_r1_p5'  'make_treatment_r1_b0_p5'  'make_treatment_r1_b0_p4'),3,3
('make_treatment_r1_b0_p5'  'make_treatment_r1_b0_p4'  'make_treatment_r1_b0_p5'),3,3
('make_treatment_r1_b0_p4'  'make_treatment_r1_b0_p5'  'load_r1_b0_p5'),3,3
('make_treatment_r1_b0_p4'  'load_r1_b0_p4'  'load_r1_b0_p4'  'move_r1_p5'),3,4
('load_r1_b0_p4'  'load_r1_b0_p4'  'move_r1_p5'  'move_r1_p5'),3,4
('load_r1_b0_p4'  'move_r1_p5'  'move_r1_p5'  'make_treatment_r1_b0_p5'),3,4
('move_r1_p5'  'move_r1_p5'  'make_treatment_r1_b0_p5'  'make_treatment_r1_b0_p4'),3,4
('move_r1_p5'  'make_treatment_r1_b0_p5'  'make_treatment_r1_b0_p4'  'make_treatment_r1_b0_p5'),3,4
('make_treatment_r1_b0_p5'  'make_treatment_r1_b0_p4'  'make_treatment_r1_b0_p5'  'load_r1_b0_p5'),3,4
('make_treatment_r1_b0_p4'  'make_treatment_r1_b0_p5'  'load_r1_b0_p5'  'load_r1_b0_p5'),2,4
('make_treatment_r1_b0_p4'  'make_treatment_r1_b0_p4'  'load_r1_b0_p4'  'load_r1_b0_p4'  'move_r1_p5'),3,5
('make_treatment_r1_b0_p4'  'load_r1_b0_p4'  'load_r1_b0_p4'  'move_r1_p5'  'move_r1_p5'),3,5
('load_r1_b0_p4'  'load_r1_b0_p4'  'move_r1_p5'  'move_r1_p5'  'make_treatment_r1_b0_p5'),3,5
('load_r1_b0_p4'  'move_r1_p5'  'move_r1_p5'  'make_treatment_r1_b0_p5'  'make_treatment_r1_b0_p4'),3,5
('move_r1_p5'  'move_r1_p5'  'make_treatment_r1_b0_p5'  'make_treatment_r1_b0_p4'  'make_treatment_r1_b0_p5'),3,5
('move_r1_p5'  'make_treatment_r1_b0_p5'  'make_treatment_r1_b0_p4'  'make_treatment_r1_b0_p5'  'load_r1_b0_p5'),3,5
('make_treatment_r1_b0_p5'  'make_treatment_r1_b0_p4'  'make_treatment_r1_b0_p5'  'load_r1_b0_p5'  'load_r1_b0_p5'),2,5
('make_treatment_r1_b0_p4'  'make_treatment_r1_b0_p5'  'load_r1_b0_p5'  'load_r1_b0_p5'  'make_treatment_r1_b0_p5'),2,5
('load_r0_b0_p4'  'move_r0_p5'),6,2
('load_r0_b0_p4'  'load_r0_b0_p4'  'move_r0_p5'),6,3
('load_r0_b0_p4'  'move_r0_p5'  'move_r0_p5'),6,3
('move_r0_p5'  'make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p4'),5,3
('make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p5'),5,3
('make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p5'  'load_r0_b0_p5'),5,3
('make_treatment_r0_b0_p4'  'load_r0_b0_p4'  'load_r0_b0_p4'  'move_r0_p5'),6,4
('load_r0_b0_p4'  'load_r0_b0_p4'  'move_r0_p5'  'move_r0_p5'),6,4
('load_r0_b0_p4'  'move_r0_p5'  'move_r0_p5'  'make_treatment_r0_b0_p5'),5,4
('move_r0_p5'  'move_r0_p5'  'make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p4'),5,4
('move_r0_p5'  'make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p5'),5,4
('make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p5'  'load_r0_b0_p5'),5,4
('make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p5'  'load_r0_b0_p5'  'load_r0_b0_p5'),5,4
('make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p4'  'load_r0_b0_p4'  'load_r0_b0_p4'  'move_r0_p5'),6,5
('make_treatment_r0_b0_p4'  'load_r0_b0_p4'  'load_r0_b0_p4'  'move_r0_p5'  'move_r0_p5'),6,5
('load_r0_b0_p4'  'load_r0_b0_p4'  'move_r0_p5'  'move_r0_p5'  'make_treatment_r0_b0_p5'),5,5
('load_r0_b0_p4'  'move_r0_p5'  'move_r0_p5'  'make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p4'),5,5
('move_r0_p5'  'move_r0_p5'  'make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p5'),5,5
('move_r0_p5'  'make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p5'  'load_r0_b0_p5'),5,5
('make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p5'  'load_r0_b0_p5'  'load_r0_b0_p5'),5,5
('make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p5'  'load_r0_b0_p5'  'load_r0_b0_p5'  'make_treatment_r0_b0_p5'),2,5
('move_r0_p1'  'make_treatment_r0_b0_p2'),1,2
('move_r0_p0'  'make_treatment_r0_b0_p1'),1,2
('load_r0_b0_p2'  'move_r0_p1'  'make_treatment_r0_b0_p2'),1,3
('move_r0_p1'  'make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p1'),1,3
('make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p1'  'make_treatment_r0_b0_p1'),1,3
('move_r0_p0'  'move_r0_p0'  'make_treatment_r0_b0_p1'),1,3
('move_r0_p0'  'make_treatment_r0_b0_p1'  'make_treatment_r0_b0_p0'),1,3
('make_treatment_r0_b0_p1'  'make_treatment_r0_b0_p0'  'make_treatment_r0_b0_p0'),1,3
('move_r0_p1'  'load_r0_b0_p2'  'move_r0_p1'  'make_treatment_r0_b0_p2'),1,4
('load_r0_b0_p2'  'move_r0_p1'  'make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p1'),1,4
('move_r0_p1'  'make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p1'  'make_treatment_r0_b0_p1'),1,4
('make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p1'  'make_treatment_r0_b0_p1'  'load_r0_b0_p1'),1,4
('load_r0_b0_p1'  'move_r0_p0'  'move_r0_p0'  'make_treatment_r0_b0_p1'),1,4
('move_r0_p0'  'move_r0_p0'  'make_treatment_r0_b0_p1'  'make_treatment_r0_b0_p0'),1,4
('move_r0_p0'  'make_treatment_r0_b0_p1'  'make_treatment_r0_b0_p0'  'make_treatment_r0_b0_p0'),1,4
('make_treatment_r0_b0_p1'  'make_treatment_r0_b0_p0'  'make_treatment_r0_b0_p0'  'load_r0_b0_p0'),1,4
('load_r0_b0_p2'  'move_r0_p1'  'load_r0_b0_p2'  'move_r0_p1'  'make_treatment_r0_b0_p2'),1,5
('move_r0_p1'  'load_r0_b0_p2'  'move_r0_p1'  'make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p1'),1,5
('load_r0_b0_p2'  'move_r0_p1'  'make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p1'  'make_treatment_r0_b0_p1'),1,5
('move_r0_p1'  'make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p1'  'make_treatment_r0_b0_p1'  'load_r0_b0_p1'),1,5
('make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p1'  'make_treatment_r0_b0_p1'  'load_r0_b0_p1'  'load_r0_b0_p1'),1,5
('load_r0_b0_p1'  'load_r0_b0_p1'  'move_r0_p0'  'move_r0_p0'  'make_treatment_r0_b0_p1'),1,5
('load_r0_b0_p1'  'move_r0_p0'  'move_r0_p0'  'make_treatment_r0_b0_p1'  'make_treatment_r0_b0_p0'),1,5
('move_r0_p0'  'move_r0_p0'  'make_treatment_r0_b0_p1'  'make_treatment_r0_b0_p0'  'make_treatment_r0_b0_p0'),1,5
('move_r0_p0'  'make_treatment_r0_b0_p1'  'make_treatment_r0_b0_p0'  'make_treatment_r0_b0_p0'  'load_r0_b0_p0'),1,5
('make_treatment_r0_b0_p1'  'make_treatment_r0_b0_p0'  'make_treatment_r0_b0_p0'  'load_r0_b0_p0'  'load_r0_b0_p0'),1,5
('load_r0_b0_p0'  'move_r0_p2'),4,2
('load_r0_b0_p0'  'load_r0_b0_p0'  'move_r0_p2'),4,3
('load_r0_b0_p0'  'move_r0_p2'  'move_r0_p2'),3,3
('move_r0_p2'  'make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p0'),3,3
('make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p0'  'make_treatment_r0_b0_p2'),3,3
('make_treatment_r0_b0_p0'  'make_treatment_r0_b0_p2'  'load_r0_b0_p2'),3,3
('make_treatment_r0_b0_p0'  'load_r0_b0_p0'  'load_r0_b0_p0'  'move_r0_p2'),4,4
('load_r0_b0_p0'  'load_r0_b0_p0'  'move_r0_p2'  'move_r0_p2'),3,4
('load_r0_b0_p0'  'move_r0_p2'  'move_r0_p2'  'make_treatment_r0_b0_p2'),3,4
('move_r0_p2'  'move_r0_p2'  'make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p0'),3,4
('move_r0_p2'  'make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p0'  'make_treatment_r0_b0_p2'),3,4
('make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p0'  'make_treatment_r0_b0_p2'  'load_r0_b0_p2'),3,4
('make_treatment_r0_b0_p0'  'make_treatment_r0_b0_p2'  'load_r0_b0_p2'  'load_r0_b0_p2'),3,4
('make_treatment_r0_b0_p1'  'make_treatment_r0_b0_p0'  'load_r0_b0_p0'  'load_r0_b0_p0'  'move_r0_p2'),1,5
('make_treatment_r0_b0_p0'  'load_r0_b0_p0'  'load_r0_b0_p0'  'move_r0_p2'  'move_r0_p2'),3,5
('load_r0_b0_p0'  'load_r0_b0_p0'  'move_r0_p2'  'move_r0_p2'  'make_treatment_r0_b0_p2'),3,5
('load_r0_b0_p0'  'move_r0_p2'  'move_r0_p2'  'make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p0'),3,5
('move_r0_p2'  'move_r0_p2'  'make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p0'  'make_treatment_r0_b0_p2'),3,5
('move_r0_p2'  'make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p0'  'make_treatment_r0_b0_p2'  'load_r0_b0_p2'),3,5
('make_treatment_r0_b0_p2'  'make_treatment_r0_b0_p0'  'make_treatment_r0_b0_p2'  'load_r0_b0_p2'  'load_r0_b0_p2'),3,5
('make_treatment_r0_b0_p0'  'make_treatment_r0_b0_p2'  'load_r0_b0_p2'  'load_r0_b0_p2'  'make_treatment_r0_b0_p2'),1,5
('load_r1_b0_p0'  'move_r1_p2'),5,2
('load_r1_b0_p2'  'move_r1_p1'),4,2
('make_treatment_r1_b0_p1'  'make_treatment_r1_b0_p2'),5,2
('make_treatment_r1_b0_p2'  'make_treatment_r1_b0_p1'),5,2
('load_r1_b0_p0'  'load_r1_b0_p0'  'move_r1_p2'),5,3
('load_r1_b0_p0'  'move_r1_p2'  'move_r1_p2'),5,3
('move_r1_p2'  'make_treatment_r1_b0_p2'  'make_treatment_r1_b0_p0'),4,3
('make_treatment_r1_b0_p2'  'make_treatment_r1_b0_p0'  'make_treatment_r1_b0_p2'),4,3
('make_treatment_r1_b0_p0'  'make_treatment_r1_b0_p2'  'load_r1_b0_p2'),4,3
('load_r1_b0_p2'  'load_r1_b0_p2'  'move_r1_p1'),2,3
('load_r1_b0_p2'  'move_r1_p1'  'move_r1_p1'),2,3
('move_r1_p1'  'make_treatment_r1_b0_p1'  'make_treatment_r1_b0_p2'),3,3
('make_treatment_r1_b0_p1'  'make_treatment_r1_b0_p2'  'make_treatment_r1_b0_p1'),3,3
('make_treatment_r1_b0_p2'  'make_treatment_r1_b0_p1'  'load_r1_b0_p1'),3,3
('make_treatment_r1_b0_p0'  'load_r1_b0_p0'  'load_r1_b0_p0'  'move_r1_p2'),5,4
('load_r1_b0_p0'  'load_r1_b0_p0'  'move_r1_p2'  'move_r1_p2'),5,4
('load_r1_b0_p0'  'move_r1_p2'  'move_r1_p2'  'make_treatment_r1_b0_p2'),4,4
('move_r1_p2'  'move_r1_p2'  'make_treatment_r1_b0_p2'  'make_treatment_r1_b0_p0'),4,4
('move_r1_p2'  'make_treatment_r1_b0_p2'  'make_treatment_r1_b0_p0'  'make_treatment_r1_b0_p2'),4,4
('make_treatment_r1_b0_p2'  'make_treatment_r1_b0_p0'  'make_treatment_r1_b0_p2'  'load_r1_b0_p2'),4,4
('make_treatment_r1_b0_p0'  'make_treatment_r1_b0_p2'  'load_r1_b0_p2'  'load_r1_b0_p2'),3,4
('make_treatment_r1_b0_p2'  'load_r1_b0_p2'  'load_r1_b0_p2'  'move_r1_p1'),2,4
('load_r1_b0_p2'  'load_r1_b0_p2'  'move_r1_p1'  'move_r1_p1'),2,4
('load_r1_b0_p2'  'move_r1_p1'  'move_r1_p1'  'make_treatment_r1_b0_p1'),2,4
('move_r1_p1'  'move_r1_p1'  'make_treatment_r1_b0_p1'  'make_treatment_r1_b0_p2'),2,4
('move_r1_p1'  'make_treatment_r1_b0_p1'  'make_treatment_r1_b0_p2'  'make_treatment_r1_b0_p1'),3,4
('make_treatment_r1_b0_p1'  'make_treatment_r1_b0_p2'  'make_treatment_r1_b0_p1'  'load_r1_b0_p1'),3,4
('make_treatment_r1_b0_p2'  'make_treatment_r1_b0_p1'  'load_r1_b0_p1'  'load_r1_b0_p1'),3,4
('make_treatment_r1_b0_p0'  'make_treatment_r1_b0_p0'  'load_r1_b0_p0'  'load_r1_b0_p0'  'move_r1_p2'),3,5
('make_treatment_r1_b0_p0'  'load_r1_b0_p0'  'load_r1_b0_p0'  'move_r1_p2'  'move_r1_p2'),5,5
('load_r1_b0_p0'  'load_r1_b0_p0'  'move_r1_p2'  'move_r1_p2'  'make_treatment_r1_b0_p2'),4,5
('load_r1_b0_p0'  'move_r1_p2'  'move_r1_p2'  'make_treatment_r1_b0_p2'  'make_treatment_r1_b0_p0'),4,5
('move_r1_p2'  'move_r1_p2'  'make_treatment_r1_b0_p2'  'make_treatment_r1_b0_p0'  'make_treatment_r1_b0_p2'),4,5
('move_r1_p2'  'make_treatment_r1_b0_p2'  'make_treatment_r1_b0_p0'  'make_treatment_r1_b0_p2'  'load_r1_b0_p2'),4,5
('make_treatment_r1_b0_p2'  'make_treatment_r1_b0_p0'  'make_treatment_r1_b0_p2'  'load_r1_b0_p2'  'load_r1_b0_p2'),3,5
('make_treatment_r1_b0_p0'  'make_treatment_r1_b0_p2'  'load_r1_b0_p2'  'load_r1_b0_p2'  'move_r1_p1'),1,5
('make_treatment_r1_b0_p2'  'load_r1_b0_p2'  'load_r1_b0_p2'  'move_r1_p1'  'move_r1_p1'),2,5
('load_r1_b0_p2'  'load_r1_b0_p2'  'move_r1_p1'  'move_r1_p1'  'make_treatment_r1_b0_p1'),2,5
('load_r1_b0_p2'  'move_r1_p1'  'move_r1_p1'  'make_treatment_r1_b0_p1'  'make_treatment_r1_b0_p2'),2,5
('move_r1_p1'  'move_r1_p1'  'make_treatment_r1_b0_p1'  'make_treatment_r1_b0_p2'  'make_treatment_r1_b0_p1'),2,5
('move_r1_p1'  'make_treatment_r1_b0_p1'  'make_treatment_r1_b0_p2'  'make_treatment_r1_b0_p1'  'load_r1_b0_p1'),3,5
('make_treatment_r1_b0_p1'  'make_treatment_r1_b0_p2'  'make_treatment_r1_b0_p1'  'load_r1_b0_p1'  'load_r1_b0_p1'),3,5
('make_treatment_r1_b0_p2'  'make_treatment_r1_b0_p1'  'load_r1_b0_p1'  'load_r1_b0_p1'  'make_treatment_r1_b0_p1'),3,5
('move_r1_p1'  'load_r1_b0_p2'),1,2
('make_treatment_r1_b0_p2'  'load_r1_b0_p2'  'move_r1_p1'),1,3
('load_r1_b0_p2'  'move_r1_p1'  'load_r1_b0_p2'),1,3
('move_r1_p1'  'load_r1_b0_p2'  'move_r1_p1'),1,3
('load_r1_b0_p2'  'move_r1_p1'  'make_treatment_r1_b0_p1'),1,3
('make_treatment_r1_b0_p0'  'make_treatment_r1_b0_p2'  'load_r1_b0_p2'  'move_r1_p1'),1,4
('make_treatment_r1_b0_p2'  'load_r1_b0_p2'  'move_r1_p1'  'load_r1_b0_p2'),1,4
('load_r1_b0_p2'  'move_r1_p1'  'load_r1_b0_p2'  'move_r1_p1'),1,4
('move_r1_p1'  'load_r1_b0_p2'  'move_r1_p1'  'make_treatment_r1_b0_p1'),1,4
('load_r1_b0_p2'  'move_r1_p1'  'make_treatment_r1_b0_p1'  'make_treatment_r1_b0_p2'),1,4
('make_treatment_r1_b0_p2'  'make_treatment_r1_b0_p0'  'make_treatment_r1_b0_p2'  'load_r1_b0_p2'  'move_r1_p1'),1,5
('make_treatment_r1_b0_p0'  'make_treatment_r1_b0_p2'  'load_r1_b0_p2'  'move_r1_p1'  'load_r1_b0_p2'),1,5
('make_treatment_r1_b0_p2'  'load_r1_b0_p2'  'move_r1_p1'  'load_r1_b0_p2'  'move_r1_p1'),1,5
('load_r1_b0_p2'  'move_r1_p1'  'load_r1_b0_p2'  'move_r1_p1'  'make_treatment_r1_b0_p1'),1,5
('move_r1_p1'  'load_r1_b0_p2'  'move_r1_p1'  'make_treatment_r1_b0_p1'  'make_treatment_r1_b0_p2'),1,5
('load_r1_b0_p2'  'move_r1_p1'  'make_treatment_r1_b0_p1'  'make_treatment_r1_b0_p2'  'make_treatment_r1_b0_p1'),1,5
('load_r1_b0_p1'  'move_r1_p3'),6,2
('make_treatment_r1_b0_p3'  'make_treatment_r1_b0_p1'),8,2
('make_treatment_r1_b0_p1'  'make_treatment_r1_b0_p3'),8,2
('load_r1_b0_p3'  'move_r1_p0'),3,2
('make_treatment_r1_b0_p0'  'make_treatment_r1_b0_p3'),3,2
('make_treatment_r1_b0_p3'  'make_treatment_r1_b0_p0'),3,2
('load_r1_b0_p1'  'load_r1_b0_p1'  'move_r1_p3'),6,3
('load_r1_b0_p1'  'move_r1_p3'  'move_r1_p3'),6,3
('move_r1_p3'  'make_treatment_r1_b0_p3'  'make_treatment_r1_b0_p1'),6,3
('make_treatment_r1_b0_p3'  'make_treatment_r1_b0_p1'  'make_treatment_r1_b0_p3'),6,3
('make_treatment_r1_b0_p1'  'make_treatment_r1_b0_p3'  'load_r1_b0_p3'),6,3
('load_r1_b0_p3'  'load_r1_b0_p3'  'move_r1_p0'),3,3
('load_r1_b0_p3'  'move_r1_p0'  'move_r1_p0'),3,3
('move_r1_p0'  'make_treatment_r1_b0_p0'  'make_treatment_r1_b0_p3'),3,3
('make_treatment_r1_b0_p0'  'make_treatment_r1_b0_p3'  'make_treatment_r1_b0_p0'),3,3
('make_treatment_r1_b0_p3'  'make_treatment_r1_b0_p0'  'load_r1_b0_p0'),3,3
('make_treatment_r1_b0_p1'  'load_r1_b0_p1'  'load_r1_b0_p1'  'move_r1_p3'),6,4
('load_r1_b0_p1'  'load_r1_b0_p1'  'move_r1_p3'  'move_r1_p3'),6,4
('load_r1_b0_p1'  'move_r1_p3'  'move_r1_p3'  'make_treatment_r1_b0_p3'),6,4
('move_r1_p3'  'move_r1_p3'  'make_treatment_r1_b0_p3'  'make_treatment_r1_b0_p1'),6,4
('move_r1_p3'  'make_treatment_r1_b0_p3'  'make_treatment_r1_b0_p1'  'make_treatment_r1_b0_p3'),6,4
('make_treatment_r1_b0_p3'  'make_treatment_r1_b0_p1'  'make_treatment_r1_b0_p3'  'load_r1_b0_p3'),6,4
('make_treatment_r1_b0_p1'  'make_treatment_r1_b0_p3'  'load_r1_b0_p3'  'load_r1_b0_p3'),6,4
('make_treatment_r1_b0_p3'  'load_r1_b0_p3'  'load_r1_b0_p3'  'move_r1_p0'),3,4
('load_r1_b0_p3'  'load_r1_b0_p3'  'move_r1_p0'  'move_r1_p0'),3,4
('load_r1_b0_p3'  'move_r1_p0'  'move_r1_p0'  'make_treatment_r1_b0_p0'),3,4
('move_r1_p0'  'move_r1_p0'  'make_treatment_r1_b0_p0'  'make_treatment_r1_b0_p3'),3,4
('move_r1_p0'  'make_treatment_r1_b0_p0'  'make_treatment_r1_b0_p3'  'make_treatment_r1_b0_p0'),3,4
('make_treatment_r1_b0_p0'  'make_treatment_r1_b0_p3'  'make_treatment_r1_b0_p0'  'load_r1_b0_p0'),3,4
('make_treatment_r1_b0_p3'  'make_treatment_r1_b0_p0'  'load_r1_b0_p0'  'load_r1_b0_p0'),3,4
('make_treatment_r1_b0_p1'  'make_treatment_r1_b0_p1'  'load_r1_b0_p1'  'load_r1_b0_p1'  'move_r1_p3'),6,5
('make_treatment_r1_b0_p1'  'load_r1_b0_p1'  'load_r1_b0_p1'  'move_r1_p3'  'move_r1_p3'),6,5
('load_r1_b0_p1'  'load_r1_b0_p1'  'move_r1_p3'  'move_r1_p3'  'make_treatment_r1_b0_p3'),6,5
('load_r1_b0_p1'  'move_r1_p3'  'move_r1_p3'  'make_treatment_r1_b0_p3'  'make_treatment_r1_b0_p1'),6,5
('move_r1_p3'  'move_r1_p3'  'make_treatment_r1_b0_p3'  'make_treatment_r1_b0_p1'  'make_treatment_r1_b0_p3'),6,5
('move_r1_p3'  'make_treatment_r1_b0_p3'  'make_treatment_r1_b0_p1'  'make_treatment_r1_b0_p3'  'load_r1_b0_p3'),6,5
('make_treatment_r1_b0_p3'  'make_treatment_r1_b0_p1'  'make_treatment_r1_b0_p3'  'load_r1_b0_p3'  'load_r1_b0_p3'),6,5
('make_treatment_r1_b0_p1'  'make_treatment_r1_b0_p3'  'load_r1_b0_p3'  'load_r1_b0_p3'  'move_r1_p0'),1,5
('make_treatment_r1_b0_p3'  'load_r1_b0_p3'  'load_r1_b0_p3'  'move_r1_p0'  'move_r1_p0'),3,5
('load_r1_b0_p3'  'load_r1_b0_p3'  'move_r1_p0'  'move_r1_p0'  'make_treatment_r1_b0_p0'),3,5
('load_r1_b0_p3'  'move_r1_p0'  'move_r1_p0'  'make_treatment_r1_b0_p0'  'make_treatment_r1_b0_p3'),3,5
('move_r1_p0'  'move_r1_p0'  'make_treatment_r1_b0_p0'  'make_treatment_r1_b0_p3'  'make_treatment_r1_b0_p0'),3,5
('move_r1_p0'  'make_treatment_r1_b0_p0'  'make_treatment_r1_b0_p3'  'make_treatment_r1_b0_p0'  'load_r1_b0_p0'),3,5
('make_treatment_r1_b0_p0'  'make_treatment_r1_b0_p3'  'make_treatment_r1_b0_p0'  'load_r1_b0_p0'  'load_r1_b0_p0'),3,5
('make_treatment_r1_b0_p3'  'make_treatment_r1_b0_p0'  'load_r1_b0_p0'  'load_r1_b0_p0'  'make_treatment_r1_b0_p0'),3,5
('make_treatment_r0_b0_p3'  'make_treatment_r0_b0_p0'  'load_r0_b0_p0'  'load_r0_b0_p0'  'move_r0_p1'),1,5
('move_r0_p0'  'load_r0_b0_p1'),2,2
('load_r0_b0_p0'  'move_r0_p4'),6,2
('move_r0_p4'  'make_treatment_r0_b0_p0'),2,2
('make_treatment_r0_b0_p0'  'move_r0_p4'),1,2
('make_treatment_r0_b0_p1'  'load_r0_b0_p1'  'move_r0_p0'),2,3
('load_r0_b0_p1'  'move_r0_p0'  'load_r0_b0_p1'),2,3
('move_r0_p0'  'load_r0_b0_p1'  'move_r0_p0'),2,3
('load_r0_b0_p1'  'move_r0_p0'  'make_treatment_r0_b0_p0'),2,3
('load_r0_b0_p0'  'load_r0_b0_p0'  'move_r0_p4'),6,3
('load_r0_b0_p0'  'move_r0_p4'  'make_treatment_r0_b0_p0'),1,3
('move_r0_p4'  'make_treatment_r0_b0_p0'  'move_r0_p4'),1,3
('make_treatment_r0_b0_p0'  'move_r0_p4'  'make_treatment_r0_b0_p4'),1,3
('make_treatment_r0_b0_p1'  'make_treatment_r0_b0_p1'  'load_r0_b0_p1'  'move_r0_p0'),1,4
('make_treatment_r0_b0_p1'  'load_r0_b0_p1'  'move_r0_p0'  'load_r0_b0_p1'),2,4
('load_r0_b0_p1'  'move_r0_p0'  'load_r0_b0_p1'  'move_r0_p0'),2,4
('move_r0_p0'  'load_r0_b0_p1'  'move_r0_p0'  'make_treatment_r0_b0_p0'),2,4
('load_r0_b0_p1'  'move_r0_p0'  'make_treatment_r0_b0_p0'  'make_treatment_r0_b0_p1'),2,4
('make_treatment_r0_b0_p0'  'load_r0_b0_p0'  'load_r0_b0_p0'  'move_r0_p4'),6,4
('load_r0_b0_p0'  'load_r0_b0_p0'  'move_r0_p4'  'make_treatment_r0_b0_p0'),1,4
('load_r0_b0_p0'  'move_r0_p4'  'make_treatment_r0_b0_p0'  'move_r0_p4'),1,4
('move_r0_p4'  'make_treatment_r0_b0_p0'  'move_r0_p4'  'make_treatment_r0_b0_p4'),1,4
('make_treatment_r0_b0_p0'  'move_r0_p4'  'make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p4'),1,4
('move_r0_p1'  'make_treatment_r0_b0_p1'  'make_treatment_r0_b0_p1'  'load_r0_b0_p1'  'move_r0_p0'),1,5
('make_treatment_r0_b0_p1'  'make_treatment_r0_b0_p1'  'load_r0_b0_p1'  'move_r0_p0'  'load_r0_b0_p1'),1,5
('make_treatment_r0_b0_p1'  'load_r0_b0_p1'  'move_r0_p0'  'load_r0_b0_p1'  'move_r0_p0'),2,5
('load_r0_b0_p1'  'move_r0_p0'  'load_r0_b0_p1'  'move_r0_p0'  'make_treatment_r0_b0_p0'),2,5
