macros,positive frequency,length
('mend_fuse_f3'  'light_match_m6'),1,2
('light_match_m6'  'light_match_m3'),3,2
('light_match_m6'  'mend_fuse_f3'  'mend_fuse_f3'),1,3
('mend_fuse_f3'  'mend_fuse_f3'  'light_match_m6'),1,3
('mend_fuse_f3'  'light_match_m6'  'light_match_m3'),1,3
('light_match_m6'  'light_match_m3'  'mend_fuse_f4'),2,3
('mend_fuse_f4'  'light_match_m3'  'light_match_m5'),1,3
('light_match_m3'  'light_match_m5'  'mend_fuse_f5'),4,3
('light_match_m5'  'light_match_m4'  'mend_fuse_f6'),2,3
('light_match_m6'  'mend_fuse_f3'  'mend_fuse_f3'  'light_match_m6'),1,4
('mend_fuse_f3'  'mend_fuse_f3'  'light_match_m6'  'light_match_m3'),1,4
('mend_fuse_f3'  'light_match_m6'  'light_match_m3'  'mend_fuse_f4'),1,4
('light_match_m6'  'light_match_m3'  'mend_fuse_f4'  'mend_fuse_f4'),2,4
('mend_fuse_f4'  'mend_fuse_f4'  'light_match_m3'  'light_match_m5'),1,4
('mend_fuse_f4'  'light_match_m3'  'light_match_m5'  'mend_fuse_f5'),1,4
('light_match_m3'  'light_match_m5'  'mend_fuse_f5'  'mend_fuse_f5'),4,4
('mend_fuse_f5'  'light_match_m5'  'light_match_m4'  'mend_fuse_f6'),1,4
('light_match_m5'  'light_match_m4'  'mend_fuse_f6'  'mend_fuse_f6'),2,4
('light_match_m6'  'mend_fuse_f3'  'mend_fuse_f3'  'light_match_m6'  'light_match_m3'),1,5
('mend_fuse_f3'  'mend_fuse_f3'  'light_match_m6'  'light_match_m3'  'mend_fuse_f4'),1,5
('mend_fuse_f3'  'light_match_m6'  'light_match_m3'  'mend_fuse_f4'  'mend_fuse_f4'),1,5
('light_match_m6'  'light_match_m3'  'mend_fuse_f4'  'mend_fuse_f4'  'light_match_m3'),2,5
('light_match_m3'  'mend_fuse_f4'  'mend_fuse_f4'  'light_match_m3'  'light_match_m5'),1,5
('mend_fuse_f4'  'mend_fuse_f4'  'light_match_m3'  'light_match_m5'  'mend_fuse_f5'),1,5
('mend_fuse_f4'  'light_match_m3'  'light_match_m5'  'mend_fuse_f5'  'mend_fuse_f5'),1,5
('light_match_m3'  'light_match_m5'  'mend_fuse_f5'  'mend_fuse_f5'  'light_match_m5'),4,5
('mend_fuse_f5'  'mend_fuse_f5'  'light_match_m5'  'light_match_m4'  'mend_fuse_f6'),1,5
('mend_fuse_f5'  'light_match_m5'  'light_match_m4'  'mend_fuse_f6'  'mend_fuse_f6'),1,5
('light_match_m5'  'light_match_m4'  'mend_fuse_f6'  'mend_fuse_f6'  'light_match_m4'),2,5
('light_match_m5'  'mend_fuse_f3'),4,2
('mend_fuse_f3'  'light_match_m5'),4,2
('mend_fuse_f6'  'light_match_m6'  'light_match_m3'),2,3
('light_match_m6'  'light_match_m3'  'mend_fuse_f5'),1,3
('light_match_m3'  'light_match_m5'  'mend_fuse_f3'),1,3
('light_match_m5'  'mend_fuse_f3'  'mend_fuse_f3'),4,3
('mend_fuse_f3'  'mend_fuse_f3'  'light_match_m5'),4,3
('mend_fuse_f3'  'light_match_m5'  'light_match_m4'),1,3
('mend_fuse_f6'  'mend_fuse_f6'  'light_match_m6'  'light_match_m3'),2,4
('mend_fuse_f6'  'light_match_m6'  'light_match_m3'  'mend_fuse_f5'),1,4
('light_match_m6'  'light_match_m3'  'mend_fuse_f5'  'mend_fuse_f5'),1,4
('mend_fuse_f5'  'light_match_m3'  'light_match_m5'  'mend_fuse_f3'),1,4
('light_match_m3'  'light_match_m5'  'mend_fuse_f3'  'mend_fuse_f3'),1,4
('light_match_m5'  'mend_fuse_f3'  'mend_fuse_f3'  'light_match_m5'),4,4
('mend_fuse_f3'  'mend_fuse_f3'  'light_match_m5'  'light_match_m4'),1,4
('mend_fuse_f3'  'light_match_m5'  'light_match_m4'  'mend_fuse_f4'),1,4
('light_match_m6'  'mend_fuse_f6'  'mend_fuse_f6'  'light_match_m6'  'light_match_m3'),2,5
('mend_fuse_f6'  'mend_fuse_f6'  'light_match_m6'  'light_match_m3'  'mend_fuse_f5'),1,5
('mend_fuse_f6'  'light_match_m6'  'light_match_m3'  'mend_fuse_f5'  'mend_fuse_f5'),1,5
('light_match_m6'  'light_match_m3'  'mend_fuse_f5'  'mend_fuse_f5'  'light_match_m3'),1,5
('mend_fuse_f5'  'mend_fuse_f5'  'light_match_m3'  'light_match_m5'  'mend_fuse_f3'),1,5
('mend_fuse_f5'  'light_match_m3'  'light_match_m5'  'mend_fuse_f3'  'mend_fuse_f3'),1,5
('light_match_m3'  'light_match_m5'  'mend_fuse_f3'  'mend_fuse_f3'  'light_match_m5'),1,5
('light_match_m5'  'mend_fuse_f3'  'mend_fuse_f3'  'light_match_m5'  'light_match_m4'),1,5
('mend_fuse_f3'  'mend_fuse_f3'  'light_match_m5'  'light_match_m4'  'mend_fuse_f4'),1,5
('mend_fuse_f3'  'light_match_m5'  'light_match_m4'  'mend_fuse_f4'  'mend_fuse_f4'),1,5
('light_match_m6'  'light_match_m8'),6,2
('mend_fuse_f6'  'light_match_m6'  'light_match_m8'),6,3
('light_match_m6'  'light_match_m8'  'mend_fuse_f8'),6,3
('mend_fuse_f6'  'mend_fuse_f6'  'light_match_m6'  'light_match_m8'),6,4
('mend_fuse_f6'  'light_match_m6'  'light_match_m8'  'mend_fuse_f8'),6,4
('light_match_m6'  'light_match_m8'  'mend_fuse_f8'  'mend_fuse_f8'),6,4
('light_match_m6'  'mend_fuse_f6'  'mend_fuse_f6'  'light_match_m6'  'light_match_m8'),6,5
('mend_fuse_f6'  'mend_fuse_f6'  'light_match_m6'  'light_match_m8'  'mend_fuse_f8'),6,5
('mend_fuse_f6'  'light_match_m6'  'light_match_m8'  'mend_fuse_f8'  'mend_fuse_f8'),6,5
('light_match_m6'  'light_match_m8'  'mend_fuse_f8'  'mend_fuse_f8'  'light_match_m8'),6,5
('light_match_m8'  'light_match_m9'),3,2
('mend_fuse_f8'  'light_match_m8'  'light_match_m9'),3,3
('light_match_m8'  'light_match_m9'  'mend_fuse_f9'),3,3
('mend_fuse_f8'  'mend_fuse_f8'  'light_match_m8'  'light_match_m9'),3,4
('mend_fuse_f8'  'light_match_m8'  'light_match_m9'  'mend_fuse_f9'),3,4
('light_match_m8'  'light_match_m9'  'mend_fuse_f9'  'mend_fuse_f9'),3,4
('light_match_m8'  'mend_fuse_f8'  'mend_fuse_f8'  'light_match_m8'  'light_match_m9'),3,5
('mend_fuse_f8'  'mend_fuse_f8'  'light_match_m8'  'light_match_m9'  'mend_fuse_f9'),3,5
('mend_fuse_f8'  'light_match_m8'  'light_match_m9'  'mend_fuse_f9'  'mend_fuse_f9'),3,5
('light_match_m8'  'light_match_m9'  'mend_fuse_f9'  'mend_fuse_f9'  'light_match_m9'),3,5
('light_match_m8'  'light_match_m10'),8,2
('light_match_m10'  'light_match_m7'),3,2
('mend_fuse_f8'  'light_match_m8'  'light_match_m10'),7,3
('light_match_m8'  'light_match_m10'  'mend_fuse_f10'),6,3
('mend_fuse_f10'  'light_match_m10'  'light_match_m7'),2,3
('light_match_m10'  'light_match_m7'  'mend_fuse_f7'),3,3
('mend_fuse_f8'  'mend_fuse_f8'  'light_match_m8'  'light_match_m10'),7,4
('mend_fuse_f8'  'light_match_m8'  'light_match_m10'  'mend_fuse_f10'),5,4
('light_match_m8'  'light_match_m10'  'mend_fuse_f10'  'mend_fuse_f10'),6,4
('mend_fuse_f10'  'mend_fuse_f10'  'light_match_m10'  'light_match_m7'),2,4
('mend_fuse_f10'  'light_match_m10'  'light_match_m7'  'mend_fuse_f7'),2,4
('light_match_m10'  'light_match_m7'  'mend_fuse_f7'  'mend_fuse_f7'),3,4
('light_match_m8'  'mend_fuse_f8'  'mend_fuse_f8'  'light_match_m8'  'light_match_m10'),7,5
('mend_fuse_f8'  'mend_fuse_f8'  'light_match_m8'  'light_match_m10'  'mend_fuse_f10'),5,5
('mend_fuse_f8'  'light_match_m8'  'light_match_m10'  'mend_fuse_f10'  'mend_fuse_f10'),5,5
('light_match_m8'  'light_match_m10'  'mend_fuse_f10'  'mend_fuse_f10'  'light_match_m10'),6,5
('light_match_m10'  'mend_fuse_f10'  'mend_fuse_f10'  'light_match_m10'  'light_match_m7'),2,5
('mend_fuse_f10'  'mend_fuse_f10'  'light_match_m10'  'light_match_m7'  'mend_fuse_f7'),2,5
('mend_fuse_f10'  'light_match_m10'  'light_match_m7'  'mend_fuse_f7'  'mend_fuse_f7'),2,5
('light_match_m10'  'light_match_m7'  'mend_fuse_f7'  'mend_fuse_f7'  'light_match_m7'),3,5
('light_match_m7'  'light_match_m10'),2,2
('mend_fuse_f7'  'light_match_m7'  'light_match_m10'),2,3
('light_match_m7'  'light_match_m10'  'mend_fuse_f10'),1,3
('mend_fuse_f7'  'mend_fuse_f7'  'light_match_m7'  'light_match_m10'),2,4
('mend_fuse_f7'  'light_match_m7'  'light_match_m10'  'mend_fuse_f10'),1,4
('light_match_m7'  'light_match_m10'  'mend_fuse_f10'  'mend_fuse_f10'),1,4
('light_match_m7'  'mend_fuse_f7'  'mend_fuse_f7'  'light_match_m7'  'light_match_m10'),2,5
('mend_fuse_f7'  'mend_fuse_f7'  'light_match_m7'  'light_match_m10'  'mend_fuse_f10'),1,5
('mend_fuse_f7'  'light_match_m7'  'light_match_m10'  'mend_fuse_f10'  'mend_fuse_f10'),1,5
('light_match_m7'  'light_match_m10'  'mend_fuse_f10'  'mend_fuse_f10'  'light_match_m10'),1,5
('light_match_m8'  'light_match_m10'  'mend_fuse_f11'),1,3
('mend_fuse_f8'  'light_match_m8'  'light_match_m10'  'mend_fuse_f11'),1,4
('light_match_m8'  'light_match_m10'  'mend_fuse_f11'  'mend_fuse_f11'),1,4
('mend_fuse_f8'  'mend_fuse_f8'  'light_match_m8'  'light_match_m10'  'mend_fuse_f11'),1,5
('mend_fuse_f8'  'light_match_m8'  'light_match_m10'  'mend_fuse_f11'  'mend_fuse_f11'),1,5
('light_match_m8'  'light_match_m10'  'mend_fuse_f11'  'mend_fuse_f11'  'light_match_m10'),1,5
('light_match_m8'  'light_match_m11'),21,2
('mend_fuse_f8'  'light_match_m8'  'light_match_m11'),21,3
('light_match_m8'  'light_match_m11'  'mend_fuse_f11'),8,3
('mend_fuse_f8'  'mend_fuse_f8'  'light_match_m8'  'light_match_m11'),21,4
('mend_fuse_f8'  'light_match_m8'  'light_match_m11'  'mend_fuse_f11'),8,4
('light_match_m8'  'light_match_m11'  'mend_fuse_f11'  'mend_fuse_f11'),8,4
('light_match_m8'  'mend_fuse_f8'  'mend_fuse_f8'  'light_match_m8'  'light_match_m11'),21,5
('mend_fuse_f8'  'mend_fuse_f8'  'light_match_m8'  'light_match_m11'  'mend_fuse_f11'),8,5
('mend_fuse_f8'  'light_match_m8'  'light_match_m11'  'mend_fuse_f11'  'mend_fuse_f11'),8,5
('light_match_m8'  'light_match_m11'  'mend_fuse_f11'  'mend_fuse_f11'  'light_match_m11'),8,5
('light_match_m9'  'light_match_m12'),4,2
('mend_fuse_f12'  'light_match_m11'  'light_match_m10'),2,3
('mend_fuse_f9'  'light_match_m9'  'light_match_m12'),4,3
('light_match_m9'  'light_match_m12'  'mend_fuse_f11'),3,3
('mend_fuse_f12'  'mend_fuse_f12'  'light_match_m11'  'light_match_m10'),2,4
('mend_fuse_f12'  'light_match_m11'  'light_match_m10'  'mend_fuse_f10'),2,4
('mend_fuse_f9'  'mend_fuse_f9'  'light_match_m9'  'light_match_m12'),4,4
('mend_fuse_f9'  'light_match_m9'  'light_match_m12'  'mend_fuse_f11'),3,4
('light_match_m9'  'light_match_m12'  'mend_fuse_f11'  'mend_fuse_f11'),3,4
('light_match_m11'  'mend_fuse_f12'  'mend_fuse_f12'  'light_match_m11'  'light_match_m10'),2,5
('mend_fuse_f12'  'mend_fuse_f12'  'light_match_m11'  'light_match_m10'  'mend_fuse_f10'),2,5
('mend_fuse_f12'  'light_match_m11'  'light_match_m10'  'mend_fuse_f10'  'mend_fuse_f10'),2,5
('light_match_m9'  'mend_fuse_f9'  'mend_fuse_f9'  'light_match_m9'  'light_match_m12'),4,5
('mend_fuse_f9'  'mend_fuse_f9'  'light_match_m9'  'light_match_m12'  'mend_fuse_f11'),3,5
('mend_fuse_f9'  'light_match_m9'  'light_match_m12'  'mend_fuse_f11'  'mend_fuse_f11'),3,5
('light_match_m9'  'light_match_m12'  'mend_fuse_f11'  'mend_fuse_f11'  'light_match_m12'),3,5
('light_match_m12'  'mend_fuse_f10'),2,2
('mend_fuse_f10'  'light_match_m12'),2,2
('light_match_m12'  'light_match_m11'),9,2
('light_match_m11'  'light_match_m13'),3,2
('light_match_m13'  'light_match_m10'),14,2
('light_match_m12'  'mend_fuse_f10'  'mend_fuse_f10'),2,3
('mend_fuse_f10'  'mend_fuse_f10'  'light_match_m12'),2,3
('mend_fuse_f10'  'light_match_m12'  'light_match_m11'),1,3
('light_match_m12'  'light_match_m11'  'mend_fuse_f12'),2,3
('mend_fuse_f12'  'light_match_m11'  'light_match_m13'),2,3
('light_match_m11'  'light_match_m13'  'mend_fuse_f13'),3,3
('mend_fuse_f13'  'light_match_m13'  'light_match_m10'),14,3
('light_match_m13'  'light_match_m10'  'mend_fuse_f11'),1,3
('light_match_m12'  'mend_fuse_f10'  'mend_fuse_f10'  'light_match_m12'),2,4
('mend_fuse_f10'  'mend_fuse_f10'  'light_match_m12'  'light_match_m11'),1,4
('mend_fuse_f10'  'light_match_m12'  'light_match_m11'  'mend_fuse_f12'),1,4
('light_match_m12'  'light_match_m11'  'mend_fuse_f12'  'mend_fuse_f12'),2,4
('mend_fuse_f12'  'mend_fuse_f12'  'light_match_m11'  'light_match_m13'),2,4
('mend_fuse_f12'  'light_match_m11'  'light_match_m13'  'mend_fuse_f13'),2,4
('light_match_m11'  'light_match_m13'  'mend_fuse_f13'  'mend_fuse_f13'),3,4
('mend_fuse_f13'  'mend_fuse_f13'  'light_match_m13'  'light_match_m10'),14,4
('mend_fuse_f13'  'light_match_m13'  'light_match_m10'  'mend_fuse_f11'),1,4
('light_match_m13'  'light_match_m10'  'mend_fuse_f11'  'mend_fuse_f11'),1,4
('light_match_m12'  'mend_fuse_f10'  'mend_fuse_f10'  'light_match_m12'  'light_match_m11'),1,5
('mend_fuse_f10'  'mend_fuse_f10'  'light_match_m12'  'light_match_m11'  'mend_fuse_f12'),1,5
('mend_fuse_f10'  'light_match_m12'  'light_match_m11'  'mend_fuse_f12'  'mend_fuse_f12'),1,5
('light_match_m12'  'light_match_m11'  'mend_fuse_f12'  'mend_fuse_f12'  'light_match_m11'),2,5
('light_match_m11'  'mend_fuse_f12'  'mend_fuse_f12'  'light_match_m11'  'light_match_m13'),2,5
('mend_fuse_f12'  'mend_fuse_f12'  'light_match_m11'  'light_match_m13'  'mend_fuse_f13'),2,5
('mend_fuse_f12'  'light_match_m11'  'light_match_m13'  'mend_fuse_f13'  'mend_fuse_f13'),2,5
('light_match_m11'  'light_match_m13'  'mend_fuse_f13'  'mend_fuse_f13'  'light_match_m13'),3,5
('light_match_m13'  'mend_fuse_f13'  'mend_fuse_f13'  'light_match_m13'  'light_match_m10'),14,5
('mend_fuse_f13'  'mend_fuse_f13'  'light_match_m13'  'light_match_m10'  'mend_fuse_f11'),1,5
('mend_fuse_f13'  'light_match_m13'  'light_match_m10'  'mend_fuse_f11'  'mend_fuse_f11'),1,5
('light_match_m13'  'light_match_m10'  'mend_fuse_f11'  'mend_fuse_f11'  'light_match_m10'),1,5
('light_match_m13'  'light_match_m11'  'mend_fuse_f12'),1,3
('mend_fuse_f13'  'light_match_m13'  'light_match_m11'  'mend_fuse_f12'),1,4
('light_match_m13'  'light_match_m11'  'mend_fuse_f12'  'mend_fuse_f12'),1,4
('mend_fuse_f13'  'mend_fuse_f13'  'light_match_m13'  'light_match_m11'  'mend_fuse_f12'),1,5
('mend_fuse_f13'  'light_match_m13'  'light_match_m11'  'mend_fuse_f12'  'mend_fuse_f12'),1,5
('light_match_m13'  'light_match_m11'  'mend_fuse_f12'  'mend_fuse_f12'  'light_match_m11'),1,5
('light_match_m13'  'mend_fuse_f11'),1,2
('mend_fuse_f11'  'light_match_m13'),1,2
('light_match_m12'  'mend_fuse_f13'),4,2
('mend_fuse_f13'  'light_match_m12'),4,2
('light_match_m14'  'light_match_m13'  'mend_fuse_f11'),1,3
('light_match_m13'  'mend_fuse_f11'  'mend_fuse_f11'),1,3
('mend_fuse_f11'  'mend_fuse_f11'  'light_match_m13'),1,3
('mend_fuse_f11'  'light_match_m13'  'light_match_m12'),1,3
('light_match_m13'  'light_match_m12'  'mend_fuse_f13'),1,3
('light_match_m12'  'mend_fuse_f13'  'mend_fuse_f13'),4,3
('mend_fuse_f13'  'mend_fuse_f13'  'light_match_m12'),4,3
('mend_fuse_f13'  'light_match_m12'  'light_match_m11'),1,3
('mend_fuse_f14'  'light_match_m14'  'light_match_m13'  'mend_fuse_f11'),1,4
('light_match_m14'  'light_match_m13'  'mend_fuse_f11'  'mend_fuse_f11'),1,4
('light_match_m13'  'mend_fuse_f11'  'mend_fuse_f11'  'light_match_m13'),1,4
('mend_fuse_f11'  'mend_fuse_f11'  'light_match_m13'  'light_match_m12'),1,4
('mend_fuse_f11'  'light_match_m13'  'light_match_m12'  'mend_fuse_f13'),1,4
('light_match_m13'  'light_match_m12'  'mend_fuse_f13'  'mend_fuse_f13'),1,4
('light_match_m12'  'mend_fuse_f13'  'mend_fuse_f13'  'light_match_m12'),4,4
('mend_fuse_f13'  'mend_fuse_f13'  'light_match_m12'  'light_match_m11'),1,4
('mend_fuse_f13'  'light_match_m12'  'light_match_m11'  'mend_fuse_f12'),1,4
('mend_fuse_f14'  'mend_fuse_f14'  'light_match_m14'  'light_match_m13'  'mend_fuse_f11'),1,5
('mend_fuse_f14'  'light_match_m14'  'light_match_m13'  'mend_fuse_f11'  'mend_fuse_f11'),1,5
('light_match_m14'  'light_match_m13'  'mend_fuse_f11'  'mend_fuse_f11'  'light_match_m13'),1,5
('light_match_m13'  'mend_fuse_f11'  'mend_fuse_f11'  'light_match_m13'  'light_match_m12'),1,5
('mend_fuse_f11'  'mend_fuse_f11'  'light_match_m13'  'light_match_m12'  'mend_fuse_f13'),1,5
('mend_fuse_f11'  'light_match_m13'  'light_match_m12'  'mend_fuse_f13'  'mend_fuse_f13'),1,5
('light_match_m13'  'light_match_m12'  'mend_fuse_f13'  'mend_fuse_f13'  'light_match_m12'),1,5
('light_match_m12'  'mend_fuse_f13'  'mend_fuse_f13'  'light_match_m12'  'light_match_m11'),1,5
('mend_fuse_f13'  'mend_fuse_f13'  'light_match_m12'  'light_match_m11'  'mend_fuse_f12'),1,5
('mend_fuse_f13'  'light_match_m12'  'light_match_m11'  'mend_fuse_f12'  'mend_fuse_f12'),1,5
('light_match_m14'  'mend_fuse_f12'),2,2
('mend_fuse_f12'  'light_match_m14'),2,2
('light_match_m14'  'light_match_m11'),17,2
('light_match_m11'  'mend_fuse_f14'),1,2
('mend_fuse_f14'  'light_match_m11'),1,2
('light_match_m14'  'mend_fuse_f12'  'mend_fuse_f12'),2,3
('mend_fuse_f12'  'mend_fuse_f12'  'light_match_m14'),2,3
('mend_fuse_f12'  'light_match_m14'  'light_match_m11'),1,3
('light_match_m14'  'light_match_m11'  'mend_fuse_f14'),1,3
('light_match_m11'  'mend_fuse_f14'  'mend_fuse_f14'),1,3
('mend_fuse_f14'  'mend_fuse_f14'  'light_match_m11'),1,3
('mend_fuse_f14'  'light_match_m11'  'light_match_m13'),1,3
('light_match_m13'  'light_match_m12'  'mend_fuse_f11'),1,3
('light_match_m14'  'mend_fuse_f12'  'mend_fuse_f12'  'light_match_m14'),2,4
('mend_fuse_f12'  'mend_fuse_f12'  'light_match_m14'  'light_match_m11'),1,4
('mend_fuse_f12'  'light_match_m14'  'light_match_m11'  'mend_fuse_f14'),1,4
('light_match_m14'  'light_match_m11'  'mend_fuse_f14'  'mend_fuse_f14'),1,4
('light_match_m11'  'mend_fuse_f14'  'mend_fuse_f14'  'light_match_m11'),1,4
('mend_fuse_f14'  'mend_fuse_f14'  'light_match_m11'  'light_match_m13'),1,4
('mend_fuse_f14'  'light_match_m11'  'light_match_m13'  'mend_fuse_f13'),1,4
('mend_fuse_f13'  'light_match_m13'  'light_match_m12'  'mend_fuse_f11'),1,4
('light_match_m13'  'light_match_m12'  'mend_fuse_f11'  'mend_fuse_f11'),1,4
('light_match_m14'  'mend_fuse_f12'  'mend_fuse_f12'  'light_match_m14'  'light_match_m11'),1,5
('mend_fuse_f12'  'mend_fuse_f12'  'light_match_m14'  'light_match_m11'  'mend_fuse_f14'),1,5
('mend_fuse_f12'  'light_match_m14'  'light_match_m11'  'mend_fuse_f14'  'mend_fuse_f14'),1,5
('light_match_m14'  'light_match_m11'  'mend_fuse_f14'  'mend_fuse_f14'  'light_match_m11'),1,5
('light_match_m11'  'mend_fuse_f14'  'mend_fuse_f14'  'light_match_m11'  'light_match_m13'),1,5
('mend_fuse_f14'  'mend_fuse_f14'  'light_match_m11'  'light_match_m13'  'mend_fuse_f13'),1,5
('mend_fuse_f14'  'light_match_m11'  'light_match_m13'  'mend_fuse_f13'  'mend_fuse_f13'),1,5
('mend_fuse_f13'  'mend_fuse_f13'  'light_match_m13'  'light_match_m12'  'mend_fuse_f11'),1,5
('mend_fuse_f13'  'light_match_m13'  'light_match_m12'  'mend_fuse_f11'  'mend_fuse_f11'),1,5
('light_match_m13'  'light_match_m12'  'mend_fuse_f11'  'mend_fuse_f11'  'light_match_m12'),1,5
('light_match_m13'  'light_match_m16'),5,2
('mend_fuse_f13'  'light_match_m13'  'light_match_m16'),5,3
('light_match_m13'  'light_match_m16'  'mend_fuse_f16'),5,3
('mend_fuse_f13'  'mend_fuse_f13'  'light_match_m13'  'light_match_m16'),5,4
('mend_fuse_f13'  'light_match_m13'  'light_match_m16'  'mend_fuse_f16'),5,4
('light_match_m13'  'light_match_m16'  'mend_fuse_f16'  'mend_fuse_f16'),5,4
('light_match_m13'  'mend_fuse_f13'  'mend_fuse_f13'  'light_match_m13'  'light_match_m16'),5,5
('mend_fuse_f13'  'mend_fuse_f13'  'light_match_m13'  'light_match_m16'  'mend_fuse_f16'),5,5
('mend_fuse_f13'  'light_match_m13'  'light_match_m16'  'mend_fuse_f16'  'mend_fuse_f16'),5,5
('light_match_m13'  'light_match_m16'  'mend_fuse_f16'  'mend_fuse_f16'  'light_match_m16'),5,5
('light_match_m16'  'light_match_m14'),11,2
('mend_fuse_f16'  'light_match_m16'  'light_match_m14'),10,3
('light_match_m16'  'light_match_m14'  'mend_fuse_f14'),10,3
('mend_fuse_f16'  'mend_fuse_f16'  'light_match_m16'  'light_match_m14'),10,4
('mend_fuse_f16'  'light_match_m16'  'light_match_m14'  'mend_fuse_f14'),9,4
('light_match_m16'  'light_match_m14'  'mend_fuse_f14'  'mend_fuse_f14'),10,4
('light_match_m16'  'mend_fuse_f16'  'mend_fuse_f16'  'light_match_m16'  'light_match_m14'),10,5
('mend_fuse_f16'  'mend_fuse_f16'  'light_match_m16'  'light_match_m14'  'mend_fuse_f14'),9,5
('mend_fuse_f16'  'light_match_m16'  'light_match_m14'  'mend_fuse_f14'  'mend_fuse_f14'),9,5
('light_match_m16'  'light_match_m14'  'mend_fuse_f14'  'mend_fuse_f14'  'light_match_m14'),10,5
('light_match_m14'  'light_match_m17'),8,2
('mend_fuse_f14'  'light_match_m14'  'light_match_m17'),8,3
('light_match_m14'  'light_match_m17'  'mend_fuse_f17'),8,3
('mend_fuse_f14'  'mend_fuse_f14'  'light_match_m14'  'light_match_m17'),8,4
('mend_fuse_f14'  'light_match_m14'  'light_match_m17'  'mend_fuse_f17'),8,4
('light_match_m14'  'light_match_m17'  'mend_fuse_f17'  'mend_fuse_f17'),8,4
('light_match_m14'  'mend_fuse_f14'  'mend_fuse_f14'  'light_match_m14'  'light_match_m17'),8,5
('mend_fuse_f14'  'mend_fuse_f14'  'light_match_m14'  'light_match_m17'  'mend_fuse_f17'),8,5
('mend_fuse_f14'  'light_match_m14'  'light_match_m17'  'mend_fuse_f17'  'mend_fuse_f17'),8,5
('light_match_m14'  'light_match_m17'  'mend_fuse_f17'  'mend_fuse_f17'  'light_match_m17'),8,5
('light_match_m17'  'light_match_m16'),21,2
('mend_fuse_f17'  'light_match_m17'  'light_match_m16'),21,3
('light_match_m17'  'light_match_m16'  'mend_fuse_f16'),19,3
('mend_fuse_f17'  'mend_fuse_f17'  'light_match_m17'  'light_match_m16'),21,4
('mend_fuse_f17'  'light_match_m17'  'light_match_m16'  'mend_fuse_f16'),19,4
('light_match_m17'  'light_match_m16'  'mend_fuse_f16'  'mend_fuse_f16'),19,4
('light_match_m17'  'mend_fuse_f17'  'mend_fuse_f17'  'light_match_m17'  'light_match_m16'),21,5
('mend_fuse_f17'  'mend_fuse_f17'  'light_match_m17'  'light_match_m16'  'mend_fuse_f16'),19,5
('mend_fuse_f17'  'light_match_m17'  'light_match_m16'  'mend_fuse_f16'  'mend_fuse_f16'),19,5
('light_match_m17'  'light_match_m16'  'mend_fuse_f16'  'mend_fuse_f16'  'light_match_m16'),19,5
('light_match_m15'  'light_match_m18'),10,2
('mend_fuse_f15'  'light_match_m15'  'light_match_m18'),10,3
('light_match_m15'  'light_match_m18'  'mend_fuse_f18'),10,3
('mend_fuse_f15'  'mend_fuse_f15'  'light_match_m15'  'light_match_m18'),10,4
('mend_fuse_f15'  'light_match_m15'  'light_match_m18'  'mend_fuse_f18'),10,4
('light_match_m15'  'light_match_m18'  'mend_fuse_f18'  'mend_fuse_f18'),10,4
('light_match_m15'  'mend_fuse_f15'  'mend_fuse_f15'  'light_match_m15'  'light_match_m18'),10,5
('mend_fuse_f15'  'mend_fuse_f15'  'light_match_m15'  'light_match_m18'  'mend_fuse_f18'),10,5
('mend_fuse_f15'  'light_match_m15'  'light_match_m18'  'mend_fuse_f18'  'mend_fuse_f18'),10,5
('light_match_m15'  'light_match_m18'  'mend_fuse_f18'  'mend_fuse_f18'  'light_match_m18'),10,5
('light_match_m21'  'light_match_m18'),5,2
('mend_fuse_f21'  'light_match_m21'  'light_match_m18'),5,3
('light_match_m21'  'light_match_m18'  'mend_fuse_f18'),5,3
('mend_fuse_f21'  'mend_fuse_f21'  'light_match_m21'  'light_match_m18'),5,4
('mend_fuse_f21'  'light_match_m21'  'light_match_m18'  'mend_fuse_f18'),5,4
('light_match_m21'  'light_match_m18'  'mend_fuse_f18'  'mend_fuse_f18'),5,4
('light_match_m21'  'mend_fuse_f21'  'mend_fuse_f21'  'light_match_m21'  'light_match_m18'),5,5
('mend_fuse_f21'  'mend_fuse_f21'  'light_match_m21'  'light_match_m18'  'mend_fuse_f18'),5,5
('mend_fuse_f21'  'light_match_m21'  'light_match_m18'  'mend_fuse_f18'  'mend_fuse_f18'),5,5
('light_match_m21'  'light_match_m18'  'mend_fuse_f18'  'mend_fuse_f18'  'light_match_m18'),5,5
('light_match_m21'  'light_match_m19'),4,2
('mend_fuse_f21'  'light_match_m21'  'light_match_m19'),3,3
('light_match_m21'  'light_match_m19'  'mend_fuse_f19'),3,3
('mend_fuse_f21'  'mend_fuse_f21'  'light_match_m21'  'light_match_m19'),3,4
('mend_fuse_f21'  'light_match_m21'  'light_match_m19'  'mend_fuse_f19'),2,4
('light_match_m21'  'light_match_m19'  'mend_fuse_f19'  'mend_fuse_f19'),3,4
('light_match_m21'  'mend_fuse_f21'  'mend_fuse_f21'  'light_match_m21'  'light_match_m19'),3,5
('mend_fuse_f21'  'mend_fuse_f21'  'light_match_m21'  'light_match_m19'  'mend_fuse_f19'),2,5
